year,section,field,label,raw_preview
2023-2024,D,D8,List any other application requirements specific to transfer applicants:,D8 List any other application requirements specific to transfer applicants:
2023-2024,D,D9,"List application priority, closing, notification, and candidate reply dates for transfer students. If applications","D9 List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a check mark in the “Rolling admission” column. D9 Rolling Priority Date Closing Date Notification Date Reply Date Admission D9 F"
2023-2024,D,D10,Yes              No,"D10 Yes No D10 Does an open admission policy, if reported, apply to transfer students?"
2023-2024,D,D11,"Describe additional requirements for transfer admission, if applicable: College record most important. High","D11 Describe additional requirements for transfer admission, if applicable: College record most important. High school record reviewed to ensure entrance requirements have been met. A portfolio, audition, or interview is required of application to Mason Gross School of the Arts. Transfer Credit Poli"
2023-2024,D,D12,Report the lowest grade earned for any course that may be,D12 Report the lowest grade earned for any course that may be C transferred for credit:
2023-2024,D,D13,Number            Unit Type,D13 Number Unit Type D13 Maximum number of credits or courses that may be CREDITS - transferred from a two-year institution: 60 varies by college
2023-2024,D,D14,Number           Unit Type,D14 Number Unit Type D14 Maximum number of credits or courses that may be 90 transferred from a four-year institution:
2023-2024,D,D15,Minimum number of credits that transfers must complete at,D15 Minimum number of credits that transfers must complete at your institution to earn an associate degree:
2023-2024,D,D16,Minimum number of credits that transfers must complete at,D16 Minimum number of credits that transfers must complete at 30 your institution to earn a bachelor’s degree:
2023-2024,D,D17,Describe other transfer credit policies: Specific requirements vary per college. Full credits for associate,D17 Describe other transfer credit policies: Specific requirements vary per college. Full credits for associate degrees from transfer programs at New Jersey community colleges. Rutgers University - New Brunswick - August 2024 Page 14 RUTGERS UNIVERSITY – NEW BRUNSWICK Military Service Transfer Credi
2023-2024,D,D18,Does your institution accept the following military/veteran transfer credits:,D18 Does your institution accept the following military/veteran transfer credits: Yes No American Council on Education (ACE) X College Level Examination Program (CLEP) X DANTES Subject Standardized Tests (DSST) X
2023-2024,D,D19,Number   Unit Type,D19 Number Unit Type Maximum number of credits or courses that may be transferred based on military education evaluated by the American Council on Education (ACE):
2023-2024,D,D20,Number   Unit Type,D20 Number Unit Type Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)): Yes No
2023-2024,D,D21,"If yes, please provide the URL where they can be located:","D21 X Are the military/veteran credit transfer policies on your website? D21 If yes, please provide the URL where they can be located: https://veterans.rutgers.edu/resources/education-benefits/how-use-your-benefits-rutgers"
2023-2024,D,D22,Describe other military/veteran transfer credit policies unique to your institution:,"D22 Describe other military/veteran transfer credit policies unique to your institution: Military/veteran transfer credits are reviewed and accepted on a case by case basis. In most instances Rutgers awards a minimum of 6 credits, equivalent to those earned by ROTC cadets in their Military Science C"
2023-2024,E,E1,Special study options: Identify those programs available at your institution. Refer to the glossary for,E1 Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. E1 Accelerated program X E1 Comprehensive transition and postsecondary program for students with intellectual disabilities E1 Cross-registration X E1 Distance learning X E1 Double 
2023-2024,E,E2,This question has been removed from the Common Data Set.,E2 This question has been removed from the Common Data Set.
2023-2024,E,E3,Areas in which all or most students are required to complete some course work prior,E3 Areas in which all or most students are required to complete some course work prior to graduation: E3 Arts/fine arts X E3 Computer literacy E3 English (including composition) X E3 Foreign languages E3 History X E3 Physical Education E3 Humanities X E3 Intensive Writing X E3 Mathematics X E3 Philo
2023-2024,F,F1,"Percentages of first-time, first-year degree-seeking students and degree-seeking","F1 Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in Fall 2023 who fit the following categories: F1 First-time, first- Undergraduates year students F1 Percent who are from out of state (exclude international/nonresidents from the numerator 9%"
2023-2024,F,F2,Activities offered Identify those programs available at your institution.,F2 Activities offered Identify those programs available at your institution. F2 Campus Ministries X F2 Choral groups X F2 Concert band X F2 Dance X F2 Drama/theater X F2 International Student X Organization F2 Jazz band X F2 Literary magazine X F2 Marching band X F2 Model UN X F2 Music ensembles X F
2023-2024,F,F3,ROTC (program offered in cooperation with Reserve Officers' Training Corps),F3 ROTC (program offered in cooperation with Reserve Officers' Training Corps) F3 Marine Option (for At Cooperating Name of Cooperating On Campus Naval ROTC) Institution Institution F3 Army ROTC is offered: X F3 Naval ROTC is offered: X X F3 Air Force ROTC is offered: X
2023-2024,F,F4,"Housing: Check all types of college-owned, -operated, or -affiliated housing","F4 Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. F4 Coed dorms X F4 Men's dorms F4 Women's dorms X F4 Apartments for married X students F4 Apartments for single students X F4 Special housing for disabled X students F4 S"
2023-2024,G,G0,Please provide the URL of your institution’s net price calculator:,G0 Please provide the URL of your institution’s net price calculator: https://financialaid.rutgers.edu/tools-and-resources/net-price-calculator/ Provide 2024-2025 academic year costs of attendance for the following categories that are applicable to your institution. Check here if your institution's 
2023-2024,G,G1,"Undergraduate full-time tuition, required fees, food and housing. List the typical tuition, required","G1 Undergraduate full-time tuition, required fees, food and housing. List the typical tuition, required fees, and food and housin for a full-time undergraduate student for the FULL 2024-2025 academic year (30 semester or 45 quarter hours for institutions that derive annual tuition by multiplying cre"
2023-2024,G,G2,Minimum                 Maximum,G2 Minimum Maximum G2 Number of credits per term a student can take for the stated full-time tuition 12 18
2023-2024,G,G3,Yes                      No,"G3 Yes No G3 Do tuition and fees vary by year of study (e.g., sophomore, Only for College of junior, senior)? Pharmacy Students"
2023-2024,G,G4,Yes                      No,"G4 Yes No G4 Do tuition and fees vary by undergraduate instructional X program? G4 G4 If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1?"
2023-2024,G,G5,Provide the estimated expenses for a typical full-time undergraduate student:,"G5 Provide the estimated expenses for a typical full-time undergraduate student: G5 Commuters Commuters Residents (living at home) (not living at home) G5 Books and supplies $1,418 $1,418 $1,418 G5 Housing only G5 Food only G5 Food and housing total (if your college cannot provide separate food and "
2023-2024,G,G6,Undergraduate per-credit-hour charges (tuition only),"G6 Undergraduate per-credit-hour charges (tuition only) G6 PRIVATE INSTITUTIONS: G6 PUBLIC INSTITUTIONS In-district: G6 PUBLIC INSTITUTIONS In-state (out-of-district): $459 G6 PUBLIC INSTITUTIONS Out-of-state: $1,096 G6 NONRESIDENTS: Rutgers University - New Brunswick - August 2024 Page 20 RUTGERS U"
2023-2024,H,H1,2023-2024           2022-2023,"H1 2023-2024 2022-2023 estimated final H1 Indicate the academic year for which data are reported for items H1, X H1 Non-need- Need-based $ (Include non-need- based $ based aid used to (Exclude non-need- meet need.) based aid used to meet need.) H1 Scholarships/Grants H1 Federal 55,507,305 622,896 H1"
2023-2024,H,H2,", H2A, and H6 below:","H2, H2A, and H6 below: H2 Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than- full-time undergraduates who applied for and were awarded financial aid from any source. Aid that is non- need-based but that was used to meet need should be counted as need-"
2023-2024,H,H3,Which needs-analysis methodology does your institution use in awarding institutional aid?,H3 Which needs-analysis methodology does your institution use in awarding institutional aid? H3 Federal methodology (FM) X H3 Institutional methodology (IM) H3 Both FM and IM H3 Incorporated into H1 above. Note: These are the graduates and loan types to include and exclude in order to fill out CDS H
2023-2024,H,H2A,Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of,H2A Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-seeking full-time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non-need-based scholarship or grant aid. Numbers should reflect the cohort a
2023-2024,H,H4,Provide the number of students in the 2023 undergraduate class who started at your,"H4 Provide the number of students in the 2023 undergraduate class who started at your institution as first-time students and received a bachelor's degree between July 1, 2022 and June 30, 2023. Exclude students who transferred into your institution 6,230 Rutgers University - New Brunswick - August 2"
2023-2024,H,H5,"percentages, and averages for each row should be based only on the loan source specified for the particular row. For example, the","H5 percentages, and averages for each row should be based only on the loan source specified for the particular row. For example, the federal loans average (row b) should only be the cumulative average of federal loans and the private loans average (row e) should only be the cumulative average of pri"
2023-2024,H,H6,Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree-,H6 Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree- seeking nonresidents: H6 Institutional need-based scholarship or grant aid is available No H6 Institutional non-need-based scholarship or grant aid is available Yes H6 Institutional scho
2023-2024,H,H7,Check off all financial aid forms nonresidents first-year financial aid applicants must submit:,H7 Check off all financial aid forms nonresidents first-year financial aid applicants must submit: H7 Institution’s own financial aid form N/A H7 CSS Profile N/A H7 Other (specify): Rutgers University - New Brunswick - August 2024 Page 24 RUTGERS UNIVERSITY – NEW BRUNSWICK Process for First-Year Stu
2023-2024,H,H8,Check off all financial aid forms domestic first-year financial aid applicants must submit:,H8 Check off all financial aid forms domestic first-year financial aid applicants must submit: H8 FAFSA X H8 Institution's own financial aid form N/A H8 CSS Profile N/A H8 State aid form N/A H8 Business/Farm Supplement N/A H8 Other (specify): N/A
2023-2024,H,H9,Indicate filing dates for first-year students:,H9 Indicate filing dates for first-year students: H9 Priority date for filing required financial aid forms: 12/1 H9 Deadline for filing required financial aid forms: N/A H9 No deadline for filing required forms (applications processed on a X rolling basis):
2023-2024,H,H10,Indicate notification dates for first-year students (answer a or b):,"H10 Indicate notification dates for first-year students (answer a or b): H10 a) Students notified on or about (date): H10 Yes No H10 b) Students notified on a rolling basis: X H10 If yes, starting date: 2/15"
2023-2024,H,H11,Indicate reply dates:,H11 Indicate reply dates: H11 Students must reply by (date): No Required H11 or within _______ weeks of notification. Timeframe Types of Aid Available Please check off all types of aid available to undergraduates at your institution:
2023-2024,H,H12,Loans,H12 Loans H12 FEDERAL DIRECT STUDENT LOAN PROGRAM (DIRECT LOAN) H12 Direct Subsidized Stafford Loans X H12 Direct Unsubsidized Stafford Loans X H12 Direct PLUS Loans X H12 Federal Perkins Loans X H12 Federal Nursing Loans X H12 State Loans X H12 College/university loans from institutional funds X H1
2023-2024,H,H13,Scholarships and Grants,H13 Scholarships and Grants H13 NEED-BASED: H13 Federal Pell X H13 SEOG X H13 State scholarships/grants X H13 Private scholarships N/A H13 College/university scholarship or grant aid from institutional funds X H13 United Negro College Fund N/A H13 Federal Nursing Scholarship X H13 Other (specify): X
2023-2024,H,H14,Check off criteria used in awarding institutional aid. Check all that apply.,H14 Check off criteria used in awarding institutional aid. Check all that apply. H14 Non-Need Based Need-Based H14 Academics X X H14 Alumni affiliation X X H14 Art X X H14 Athletics X N/A H14 Job skills N/A N/A H14 ROTC N/A H14 Leadership X X H14 Minority status X X H14 Music/drama X X H14 Religious
2023-2024,H,H15,"If your institution has recently implemented any major financial aid policy, program, or","H15 If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below: NJ Garde"
2023-2024,I,I1,IPEDS/AAUP.,I1 IPEDS/AAUP. The following definition of full-time instructional faculty is used by the American Association of University Professors (AAUP) in its annual Faculty Compensation Survey (the part time definitions are not used by AAUP). Instructional Faculty is defined as those members of the instruct
2023-2024,I,I2,Student to Faculty Ratio,"I2 Student to Faculty Ratio Report the Fall 2023 ratio of full-time equivalent students (full-time plus 1/3 part time) to full-time equivalent instructional faculty (full time plus 1/3 part time). In the ratio calculations, exclude both faculty and students in stand-alone graduate or professional pr"
2023-2024,I,I3,Undergraduate Class Size,"I3 Undergraduate Class Size In the table below, please use the following definitions to report information about the size of classes and class sections offered in the Fall 2023 term. Please include classes that have been moved online in response to the COVID-19 pandemic. Class Sections: A class sect"
2023-2024,J,J1,"Degrees conferred between July 1, 2022 and June 30, 2023","J1 Degrees conferred between July 1, 2022 and June 30, 2023 J1 For each of the following discipline areas, provide the percentage of diplomas/certificates, associate, and bachelor’s degrees awarded. To determine the percentage, use majors, not headcount (e.g., students with one degree but a double m"
2022-2023,A,A1,Address Information,"A1 Address Information A1 Name of College/University: RUTGERS UNIVERSITY – NEW BRUNSWICK A1 Mailing Address: 65 Davidson Road, Room #202 A1 City/State/Zip/Country: Piscataway, NJ 08854-8097 USA A1 Street Address (if different): A1 City/State/Zip/Country: A1 Main Phone Number: 848-445-1000 A1 WWW Hom"
2022-2023,A,A2,Source of institutional control (Check only one):,A2 Source of institutional control (Check only one): A2 Public X
2022-2023,A,A3,Classify your undergraduate institution:,A3 Classify your undergraduate institution: A3 Coeducational college X
2022-2023,A,A4,Academic year calendar:,A4 Academic year calendar: A4 Semester X
2022-2023,A,A5,Degrees offered by your institution:,A5 Degrees offered by your institution: A5 Certificate X A5 Diploma A5 Associate X A5 Transfer Associate A5 Terminal Associate A5 Bachelor's X A5 Postbachelor's certificate X A5 Master's X A5 Post-master's certificate X A5 Doctoral degree X research/scholarship A5 Doctoral degree – X professional pr
2022-2023,A,A6,"Diversity, Equity, and Inclusion","A6 Diversity, Equity, and Inclusion If you have a diversity, equity, and inclusion office or department, please provide the URL of the corresponding Web page: https://nbdiversity.rutgers.edu/ Rutgers University - New Brunswick - July 2023 Page 1 RUTGERS UNIVERSITY – NEW BRUNSWICK"
2022-2023,B,B1,Institutional Enrollment - Men and Women,"B1 Institutional Enrollment - Men and Women Provide numbers of students for each of the following categories as of the institution's official fall reporting date or as of October 19, 2022. B1 FULL-TIME PART-TIME B1 Men Women Men Women B1 Undergraduates Degree-seeking, first-time B1 3,824 3,945 6 5 f"
2022-2023,B,B2,Enrollment by Racial/Ethnic Category. Provide numbers of undergraduate students for each of the,"B2 Enrollment by Racial/Ethnic Category. Provide numbers of undergraduate students for each of the following categories as of the institution's official fall reporting date or as of October 19, 2022 Include international students only in the category ""Nonresidents."" Complete the ""Total Undergraduate"
2022-2023,B,B3,"Number of degrees awarded from July 1, 2021 to June 30, 2022","B3 Number of degrees awarded from July 1, 2021 to June 30, 2022 B3 Certificate/diploma 2 B3 Associate degrees 35 B3 Bachelor's degrees 8,485 B3 Postbachelor's certificates 48 B3 Master's degrees 3,105 B3 Post-Master's certificates 27 B3 Doctoral degrees – research/scholarship 698 B3 Doctoral degrees"
2022-2023,B,B4,"A- Initital 2016 cohort of first-time, full-time","B4 A- Initital 2016 cohort of first-time, full-time bachelor's (or equivalent) degree seeking 1,682 1,210 3,349 6,241 undergraduate-students Formerly B- Of the initial 2016 cohort, how many did not persist and did not graduate for the following B4 A- Initital 2015 cohort of first-time, full-time bac"
2022-2023,B,B5,"reasons: deceased, permanently disabled,","B5 reasons: deceased, permanently disabled, armed forces, foreign aid service of the federal 1 1 4 6 government, or official church missions; total allowable exclusions Formerly B5 reasons: deceased, permanently disabled, armed forces, foreign aid service of the federal - 1 - 1 government, or offici"
2022-2023,B,B6,"C- Final 2016 cohort, after adjusting for","B6 C- Final 2016 cohort, after adjusting for allowable exclusions 1,681 1,209 3,345 6,235 Formerly B6 C- Final 2015 cohort, after adjusting for allowable exclusions 1,780 1,270 3,336 6,386 Formerly"
