year,section,field,label,raw_preview
2025-2026,C,C8A,. Entrance exams,"C8A. Entrance exams Does your institution make use of SAT or ACT scores in admission decisions for first-time, first-year, degree-seeking applicants: ☐ Yes ☐ ✔ No ☐ N/A If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission for Fall 2027."
2025-2026,C,C8B,. Has been removed from the CDS.,C8B. Has been removed from the CDS.
2025-2026,C,C8C,. Has been removed from the CDS.,C8C. Has been removed from the CDS.
2025-2026,C,C8D,". In addition, does your institution use applicants' test scores for academic advising?","C8D. In addition, does your institution use applicants' test scores for academic advising? ✔ Yes No N/A"
2025-2026,C,C8E,.                                                                                         Month         Day,C8E. Month Day Latest date by which SAT or ACT scores must be received for fall- 1 15 term admission:
2025-2026,C,C8F,". If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some students,","C8F. If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some students, or if tests are not required of some students due to differences by academic program, student academic background, or if other examinations may be considered in lieu of the SAT and ACT."
2025-2026,C,C8G,". Please indicate which tests your institution uses for placement (e.g., state tests):","C8G. Please indicate which tests your institution uses for placement (e.g., state tests): ☐ ✔ SAT ☐ ACT ✔ ☐ ✔ AP ☐ CLEP ☐ Institutional Exam ☐ State Exam (specify):"
2025-2026,C,C9,"-C12: First-time, first-year Profile","C9-C12: First-time, first-year Profile Provide information for ALL enrolled, degree-seeking, full-time and part-time, first-time, first-year students enrolled in Fall 2025, including students who began studies during summer, international students/ nonresident, and students admitted under special ar"
2025-2026,C,C10,". Percent of all degree-seeking, first-time, first-year students who had high school class rank","C10. Percent of all degree-seeking, first-time, first-year students who had high school class rank within each of the following ranges (report information for those students from whom you collected high school rank information) Assessment Percent Percent in top tenth of high school graduating class "
2025-2026,C,C11,". Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school","C11. Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade-point averages within each of the following ranges (using 4.0 scale).  Report information only for those students from whom you collected high school GPA.  If you are able to report GPA range"
2025-2026,C,C12,". Average high school GPA of all degree-seeking, first-time, first-year students who","C12. Average high school GPA of all degree-seeking, first-time, first-year students who submitted GPA: Average High School GPA 3.94 Percent of total first-time, first-year students who submitted high school GPA: % Percent Submitting GPA 99.80"
2025-2026,C,C13,-C20: Admission Policies,C13-C20: Admission Policies C13.Application fee  If your institution has waiv ed its application fee for the Fall 2027 admission cycle please select no. ☐ Yes ☐ No Does your institution have an app lication fee? ✔ N/A Amount of application fee: $70.00 Can it be waived for applicants with financial 
2025-2026,C,C14,. Application closing date,C14. Application closing date Does your institution have an application closing date? ☐ ✔ Yes ☐ No N/A Month Day Application closing date (fall) 11 30 Priority Date
2025-2026,C,C15,". Are first-time, first-year students accepted for terms other than the fall? ☐ Yes ☐","C15. Are first-time, first-year students accepted for terms other than the fall? ☐ Yes ☐ ✔ No N/A"
2025-2026,C,C16,.Notification to applicants of admission decision sent (fill in one only),C16.Notification to applicants of admission decision sent (fill in one only) Month Day ☐ On a rolling basis beginning (date): ☐ ✔ By (date): 3 31 ☐ Other:
2025-2026,C,C17,. Reply policy for admitted applicants (fill in one only),"C17. Reply policy for admitted applicants (fill in one only) Month Day ☐ ✔ Must reply by (date): 5 1 ☐ No set date ☐ Must reply by May 1st or within weeks if notified thereafter ☐ Other: Month Day Deadline for housing deposit: Amount of housing deposit: Refundable if student does not enroll? ☐ Yes, "
2025-2026,C,C18,. Deferred admission: Does your institution allow students to postpone enrollment after admission?,"C18. Deferred admission: Does your institution allow students to postpone enrollment after admission? ☐ Yes ☐ ✔ No N/A If yes, maximum period of postponement:"
2025-2026,C,C19,. Early admission of high school students: Does your institution allow high school students to enroll as full-,"C19. Early admission of high school students: Does your institution allow high school students to enroll as full- time, first-time, first-year students one year or more before high school graduation? ☐ Yes ☐ ✔ No N/A"
2025-2026,C,C20,. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle),C20. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle)
2025-2026,C,C21,-C22: Early Decision and Early Action Plans,C21-C22: Early Decision and Early Action Plans C21. Early decision: Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that asks students to commit to atten
2025-2026,C,C22,. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission,"C22. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to attending your college? ☐ Yes ☐ ✔ No N/A If “yes,” please complete the following: Month Day Early action "
2025-2026,D,D1,-D2: Fall Applicants,"D1-D2: Fall Applicants D1. Does your institution enroll transfer students? ☐ ✔ Yes ☐ No (If no, please skip to Section E) If yes, may transfer students earn advanced standing credit by transferring credits earned from course work completed at other colleges/universities? ☐ ✔ Yes ☐ No"
2025-2026,D,D2,". Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer","D2. Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall 2025. Applicants Admitted Applicants Enrolled Applicants Men 14411 3015 1727 Women 12769 3333 2034 Unknown 1307 317 172 Total 28487 6665 3933"
2025-2026,D,D3,-D11: Application for Admission,D3-D11: Application for Admission D3. Indicate terms for which transfers may enroll: ☐ ✔ Fall ☐ Winter ☐ Spring ☐ Summer
2025-2026,D,D4,. Must a transfer applicant have a minimum number of credits completed or else must apply as an,"D4. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering first-year student? ☐ Yes ✔ ☐ No If yes, what is the minimum number of credits and the unit of measure? Number of credits Unit Type"
2025-2026,D,D5,. Indicate all items required of transfer students to apply for admission:,D5. Indicate all items required of transfer students to apply for admission: Recommended Recommended Required of Required of All Not Required of All of Some Some High school transcript ✔ College transcript(s) ✔ Essay or personal statement ✔ Interview ✔ Standardized test scores ✔ Statement of good st
2025-2026,D,D6,. If a minimum high school grade point average is required of,"D6. If a minimum high school grade point average is required of transfer applicants, specify (on a 4.0 scale):"
2025-2026,D,D7,. If a minimum college grade point average is required of                       2.40,"D7. If a minimum college grade point average is required of 2.40 transfer applicants, specify on a 4.0 scale:"
2025-2026,D,D8,. List any other application requirements specific to,D8. List any other application requirements specific to transfer applicants:
2025-2026,D,D9,". List application priority, closing, notification, and candidate reply dates for transfer students. If applications are","D9. List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a check mark in the “Rolling admission” column. Priority Date Closing Date Notification Date Reply Date Rolling Month Day Month "
2025-2026,D,D10,". Does an open admission policy, if reported, apply to transfer students? ☐ Yes ☐","D10. Does an open admission policy, if reported, apply to transfer students? ☐ Yes ☐ ✔ No N/A"
2025-2026,D,D11,". Describe additional requirements for transfer admission, if applicable:","D11. Describe additional requirements for transfer admission, if applicable: Transfer minimum college GPA is 2.4 for CA residents, 2.8 for nonresidents. 60 transferable semester units. 2 English composition courses, 1 Math, and 4 courses chosen from two of the following areas: arts & humanities"
2025-2026,D,D12,-D17: Transfer Credit Policies,D12-D17: Transfer Credit Policies D12. Report the lowest grade earned for any course that may be transferred for credit: D- Number Unit Type
2025-2026,D,D13,. Maximum number of credits or courses that may                                       105              per quarter hour,D13. Maximum number of credits or courses that may 105 per quarter hour be transferred from a two-year institution:
2025-2026,D,D14,. Maximum number of credits or courses that may,D14. Maximum number of credits or courses that may 129 per quarter hour be transferred from a four-year institution:
2025-2026,D,D15,. Minimum number of credits that transfers must,D15. Minimum number of credits that transfers must complete at your institution to earn an associate degree:
2025-2026,D,D16,. Minimum number of credits that transfers must,D16. Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree: 68 per quarter hour
2025-2026,D,D17,. Describe other transfer credit policies:,D17. Describe other transfer credit policies: Requirements vary by program. Progress toward completion of major requirements and completion of UCLA general education requirements considered
2025-2026,D,D18,-D22: Military Service Transfer Credit Policies,D18-D22: Military Service Transfer Credit Policies D18. Does your institution accept the following military/veteran transfer credits: Yes No N/A American Council on Education (ACE) ✔ College Level Examination Program (CLEP) ✔ DANTES Subject Standardized Tests (DSST) ✔ Number Unit Type
2025-2026,D,D19,. Maximum number of credits or courses that may be transferred based,D19. Maximum number of credits or courses that may be transferred based on military education evaluated by the American Council on Education (ACE):
2025-2026,D,D20,. Maximum number of credits or courses that may be transferred based on,D20. Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)):
2025-2026,D,D21,. Are the military/veteran credit transfer policies published on your website?           Yes       No   N/A,"D21. Are the military/veteran credit transfer policies published on your website? Yes No N/A If yes, please provide the URL where the policy can be located: http://www.admission.ucla.edu/veterans.htm"
2025-2026,D,D22,. Describe other military/veteran transfer credit policies unique to your institution:,D22. Describe other military/veteran transfer credit policies unique to your institution: UCLA may award credit for military training but it does not adhere to the recommendations from ACE.
2025-2026,E,E1,. Special study options: Identify those programs available at your institution. Refer to the glossary for,E1. Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. ☐ ✔ Accelerated program ☐ ✔ Honors program ☐ Comprehensive transition and ☐ ✔ Independent study postsecondary program for students ☐ ✔ Internships with intellectual disabilities ☐
2025-2026,E,E2,. Has been removed from the CDS.,E2. Has been removed from the CDS.
2025-2026,E,E3,. Areas in which all or most students are required to complete some course work prior to graduation:,E3. Areas in which all or most students are required to complete some course work prior to graduation: ☐ Arts/fine arts ☐ Physical Education ☐ Computer literacy ☐ Intensive writing ☐ ✔ English (including composition) ☐ Foreign languages ☐ History ☐ ✔ Humanities ☐ ✔ Mathematics ☐ Philosophy ☐ ✔ Scien
2025-2026,F,F1,". Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates","F1. Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in Fall 2025 who fit the following categories: First-time, first- year students Undergraduates Percent who are from out of state (exclude international/nonresident 10.90 15.00 from the numera"
2025-2026,F,F2,. Activities offered Identify those programs available at your institution.,F2. Activities offered Identify those programs available at your institution. ☐ ✔ Campus Ministries ☐ ✔ Literary magazine ☐ ✔ Radio station ☐ ✔ Choral groups ☐ ✔ Marching band ☐ ✔ Student government ☐ ✔ Concert band ☐ ✔ Model UN ☐ ✔ Student newspaper ☐ ✔ Dance ☐ ✔ Music ensembles ☐ ✔ Student-run fil
2025-2026,F,F3,. ROTC (program offered in cooperation with Reserve Officers’ Training Corps),F3. ROTC (program offered in cooperation with Reserve Officers’ Training Corps) Army ROTC is offered: ☐ ✔ On campus ☐ At cooperating institution (name): Naval ROTC is offered: ☐ Marine Option ☐ ✔ On campus ☐ At cooperating institution (name): Air Force ROTC is offered: ☐ ✔ On campus ☐ At cooperating
2025-2026,F,F4,". Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at","F4. Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. ☐ ✔ Coed residence halls ☐ ✔ Fraternity/sorority housing ☐ Men’s residence halls ☐ ✔ Cooperative housing ☐ Women’s residence dorms ☐ Theme housing ☐ ✔ Apartments for mar"
2025-2026,G,G0,. Please provide the URL of your institution’s net price calculator:,G0. Please provide the URL of your institution’s net price calculator: Provide 2026-2027 academic year costs of attendance for the following categories that are applicable to your institution. ☐ Check here if your institution's 2026-2027 academic year costs of attendance are not available at this ti
2025-2026,G,G1,". Undergraduate full-time tuition, required fees, food and housing","G1. Undergraduate full-time tuition, required fees, food and housing List the typical tuition, required fees, and food and housing for a full-time undergraduate student for the FULL 2026-2027 academic year. (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multipl"
2025-2026,G,G2,. Number of credits per term a student can take for,G2. Number of credits per term a student can take for the stated full-time tuition.
2025-2026,G,G3,". Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)?","G3. Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)? ☐ Yes ☐ No N/A"
2025-2026,G,G4,. Do tuition and fees vary by undergraduate instructional program?,"G4. Do tuition and fees vary by undergraduate instructional program? ☐ Yes ☐ No N/A If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1? ⇒"
2025-2026,G,G5,. Provide the estimated expenses for a typical full-time undergraduate student:,G5. Provide the estimated expenses for a typical full-time undergraduate student: Commuters Commuters Residents (not living at (living at home) home) Books and supplies: Housing only: Not Applicable Not Applicable Food only: Not Applicable Food and housing total* Not Applicable Not Applicable Transp
2025-2026,G,G6,. Undergraduate per-credit-hour charges (tuition only):,G6. Undergraduate per-credit-hour charges (tuition only): PRIVATE INSTITUTIONS: PUBLIC INSTITUTIONS: In-district: In-state (out-of-district): Out-of-state: NONRESIDENTS:
2025-2026,H,H1,. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking,"H1. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree-seeking” undergraduates) in the following categories.  If the data being reported are final figures for the 2024-2025 "
2025-2026,H,H2,. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-,H2. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full- time undergraduates who applied for and were awarded financial aid from any source.  Aid that is non-need-based but that was used to meet need should be counted as need-based aid.  Numbers 
2025-2026,H,H2A,. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of,H2A. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-seeking full-time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non-need-based scholarship or grant aid.  Numbers should reflect the cohor
2025-2026,H,H4,.    Provide    the number   of   students   in   the  2025,"H4. Provide the number of students in the 2025 undergraduate class who started at your institution as first- time students and received a bachelor's degree between July 1, 2024 and June 30, 2025. Exclude students who transferred into your institution. H4 above) who cumulative borrowed from borrowed "
2025-2026,H,H5,". Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal,","H5. Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan sources, and the average (or mean) amount borrowed. • The “Average per-undergraduate-borrower cumulative principal borrowed,” is designed to provide better information about student bo"
2025-2026,H,H6,-H7: Aid to Undergraduate Degree-seeking Nonresidents,H6-H7: Aid to Undergraduate Degree-seeking Nonresidents • Report numbers and dollar amounts for the same academic year checked in item H1 H6. Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree-seeking nonresidents: ☐ Institutional need-based
2025-2026,H,H7,. Check off all financial aid forms nonresident first-year financial aid applicants must submit:,H7. Check off all financial aid forms nonresident first-year financial aid applicants must submit: ☐ Institution’s own financial aid form ☐ CSS Profile ☐ Other (specify): Process for First-Year Students
2025-2026,H,H8,. Check off all financial aid forms domestic first-year financial aid applicants must submit:,H8. Check off all financial aid forms domestic first-year financial aid applicants must submit: ☐ FAFSA ☐ Institution’s own financial aid form ☐ CSS Profile ☐ State aid form ☐ Noncustodial Profile ☐ Business/Farm Supplement ☐ Other:
2025-2026,H,H9,. Indicate filing dates for first-year students:,H9. Indicate filing dates for first-year students: Month Day Priority date for filing required financial aid forms Deadline for filing required financial aid forms No deadline for filing required forms (applications processed on a rolling basis)
2025-2026,H,H10,. Indicate notification dates for first-year students (answer a or b):,"H10. Indicate notification dates for first-year students (answer a or b): Month Day Students notified on or about (date) Students notified on a rolling basis If yes, starting date"
2025-2026,H,H11,. Indicate reply dates:,H11. Indicate reply dates: Month Day Students must reply by (date) or within weeks of notification. Types of Aid Available Please check off all types of aid available to undergraduates at your institution:
2025-2026,H,H12,. Loans                                                H13. Need Based Scholarships and Grants,H12. Loans H13. Need Based Scholarships and Grants Federal Direct Subsidized Loans ☐ Federal Pell Federal Direct Unsubsidized Loans ☐ Federal SEOG Federal Direct PLUS Loans ☐ State scholarships/grants Federal Nursing Loans ☐ Private Scholarships State Loans ☐ College/university scholarship or grant 
2025-2026,H,H14,. Check off criteria used in awarding institutional aid. Check all that apply.,H14. Check off criteria used in awarding institutional aid. Check all that apply. Non-Need Based Need-Based Academics ☐ ☐ Alumni affiliation ☐ ☐ Art ☐ ☐ Athletics ☐ ☐ Job skills ☐ ☐ ROTC ☐ Not Applicable Leadership ☐ ☐ Music/drama ☐ ☐ Religious affiliation ☐ ☐ State/district residency ☐ ☐
2025-2026,H,H15,". If your institution has recently implemented any major financial aid policy, program, or initiative to make your","H15. If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below:"
2023-2024,B,B1,. Institutional Enrollment - Men and Women,"B1. Institutional Enrollment - Men and Women Provide numbers of students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2023.  Note: Report students formerly designated as “first professional” in the graduate cells.  For information o"
2023-2024,B,B2,. Enrollment by Racial/Ethnic Category.,"B2. Enrollment by Racial/Ethnic Category. Provide numbers of undergraduate students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2023.  Include international students only in the category ""Nonresidents.""  Complete the “Total Undergr"
2023-2024,B,B3,. Persistence,"B3. Persistence Number of degrees awarded by your institution from July 1, 2022, to June 30, 2023. AWARD TYPE # AWARDED Certificate/diploma: C or t Associate degrees: C or t Bachelor’s degrees: 9764 Post-bachelor’s certificates: C or t Master’s degrees: 3974 Post-master’s certificates: C or t Doctor"
2023-2024,B,B4,-B21: Graduation Rates,"B4-B21: Graduation Rates The items in this section correspond to data elements collected by the IPEDS Web-based Data Collection System’s Graduation Rate Survey (GRS).  For complete instructions and definitions of data elements, see the IPEDS GRS Forms and Instructions for the 2023-2024 Survey. http"
2023-2024,B,B12,C or t           C or t,"B12 C or t C or t degree/certificate-seeking students: Of the initial cohort, how many did not persist and did not graduate for the following reasons: • Death • Permanently Disability"
2023-2024,B,B13,"• Service in the armed forces,                C or t           C or t","B13 • Service in the armed forces, C or t C or t • Foreign aid service of the federal government • Official church missions • Report total allowable exclusions Final cohort, after adjusting for allowable"
2023-2024,B,B14,C or t           C or t,B14 C or t C or t exclusions: Completers of programs of less than two
2023-2024,B,B15,C or t           C or t,B15 C or t C or t years duration (total): Completers of programs of less than two
2023-2024,B,B16,C or t           C or t,B16 C or t C or t years within 150 percent of normal time: Completers of programs of at least two
2023-2024,B,B17,C or t           C or t,B17 C or t C or t but less than four years (total): Completers of programs of at least two
2023-2024,B,B18,but less than four-years within 150                   C or t           C or t,B18 but less than four-years within 150 C or t C or t percent of normal time: Total transfers-out (within three years) to
2023-2024,B,B19,C or t           C or t,B19 C or t C or t other institutions:
2023-2024,B,B20,Total transfers to two-year institutions:             C or t           C or t,B20 Total transfers to two-year institutions: C or t C or t
2023-2024,B,B21,Total transfers to four-year institutions:            C or t           C or t,B21 Total transfers to four-year institutions: C or t C or t
2023-2024,B,B22,. Retention Rates,"B22. Retention Rates Report for the cohort of all full-time, first-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered in Fall 2022 (or the preceding summer term).  The initial cohort may be adjusted for students who departed for the following reasons: * Death * Perman"
2023-2024,C,C1,-C2: Applications,"C1-C2: Applications C1.First-time, first-year students: Provide the number of degree-seeking, first-time, first-year students who applied, were admitted, and enrolled (full- or part-time) in Fall 2023.  Include early decision, early action, and students who began studies during summer in this cohor"
2023-2024,C,C2,". First-time, first-year wait-listed students","C2. First-time, first-year wait-listed students  Students who met admission requirements but whose final admission was contingent on space availability) Do you have a policy of placing students on a waiting list? ☒ Yes ☐ No If yes, please answer the questions below for Fall 2023 admissions: WAITING"
2023-2024,C,C3,-C5: Admission Requirements,C3-C5: Admission Requirements C3. High school completion requirement Check the appropriate box to identify your high school completion requirement for degree-seeking entering students: ☒ High school diploma is required and GED is accepted ☐ High school diploma is required and GED is not accepted ☐ H
2023-2024,C,C4,. Does your institution require or recommend a general college-preparatory program for degree-,C4. Does your institution require or recommend a general college-preparatory program for degree- seeking students? ☒ Require: ☐ Recommend ☐ Neither require nor recommend
2023-2024,C,C5,. Distribution of high school units required and/or recommended. Specify the distribution of,C5. Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study or its equivalent). If you use a different syste
2023-2024,C,C6,-C7: Basis for Selection,"C6-C7: Basis for Selection C6. Do you have an open admission policy, under which virtually all secondary school graduates or students with GED equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? If so, check which applies: ☐ Open admission polic"
2023-2024,C,C7,.Relative importance of each of the following academic and nonacademic factors in your first-,"C7.Relative importance of each of the following academic and nonacademic factors in your first- time, first-year, degree-seeking general (not including programs with specific criteria) admission decisions. Not Factors Very Important Important Considered Considered Academic Rigor of secondary school "
2023-2024,C,C8,: SAT and ACT Policies,"C8: SAT and ACT Policies Entrance exams Does your institution make use of SAT or ACT scores in admission decisions for first-time, first-year, degree-seeking applicants: ☐ Yes ☒ No If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission fo"
2023-2024,C,C8B,. Has been removed from the CDS.,C8B. Has been removed from the CDS.
2023-2024,C,C8C,. Has been removed from the CDS.,"C8C. Has been removed from the CDS. D. In addition, does your institution use applicants' test scores for academic advising? ☒ Yes ☐ No E. Latest date by which SAT or ACT scores must be received for fall-term admission: ⇒ January 15 F. If necessary, use this space to clarify your test policies (e.g."
2023-2024,C,C9,"-C12: First-time, first-year Profile","C9-C12: First-time, first-year Profile Provide information for ALL enrolled, degree-seeking, full-time and part-time, first-time, first-year students enrolled in Fall 2023, including students who began studies during summer, international students/nonresidents, and students admitted under special ar"
2023-2024,C,C10,".    Percent of all degree-seeking, first-time, first-year students who had high school class rank","C10. Percent of all degree-seeking, first-time, first-year students who had high school class rank within each of the following ranges (report information for those students from whom you collected high school rank information) Assessment Percent Percent in top tenth of high school graduating class "
2023-2024,C,C11,".   Percentage of all enrolled, degree-seeking, first-time, first-year students who had high","C11. Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade-point averages within each of the following ranges (using 4.0 scale).  Report information only for those students from whom you collected high school GPA.  If you are able to report GPA range"
2023-2024,C,C12,". Average high school GPA of all degree-seeking, first-time, first-year students who submitted","C12. Average high school GPA of all degree-seeking, first-time, first-year students who submitted GPA: Average high school GPA: 3.93 Percent of total first-time, first-year students who submitted high school GPA: Percent submitting high school GPA: 100%"
2023-2024,C,C13,-C20: Admission Policies,C13-C20: Admission Policies C13. Application fee  If your institution has waived its application fee for the Fall 2025 admission cycle please select no. Does your institution have an application fee? ☒ Yes ☐ No Amount of application fee: $70 Can it be waived for applicants with financial need? ☒ Ye
2023-2024,C,C14,. Application closing date,C14. Application closing date Does your institution have an application closing date? ☒ Yes ☐ No Application Closing Date Date Application closing date (fall) Nov. 30 Priority Date None
2023-2024,C,C15,". Are first-time, first-year students accepted for terms other than the fall? ☐ Yes ☒ No","C15. Are first-time, first-year students accepted for terms other than the fall? ☐ Yes ☒ No"
2023-2024,C,C16,.     Notification to applicants of admission decision sent (fill in one only),C16. Notification to applicants of admission decision sent (fill in one only) ☐ On a rolling basis beginning (date): ☒ By (date): March 31 ☐ Other:
2023-2024,C,C17,.      Reply policy for admitted applicants (fill in one only),"C17. Reply policy for admitted applicants (fill in one only) ☒ Must reply by (date): May 1 ☐ No set date ☐ Must reply by May 1st or within weeks if notified thereafter ☐ Other: Deadline for housing deposit (MMDD): Amount of housing deposit: Refundable if student does not enroll? ☐ Yes, in full ☐ Yes"
2023-2024,C,C18,.     Deferred admission: Does your institution allow students to postpone enrollment after,"C18. Deferred admission: Does your institution allow students to postpone enrollment after admission? ☐ Yes ☒ No If yes, maximum period of postponement:"
2023-2024,C,C19,. Early admission of high school students: Does your institution allow high school students to,"C19. Early admission of high school students: Does your institution allow high school students to enroll as full-time, first-time, first-year students one year or more before high school graduation? ☐ Yes ☒ No"
2023-2024,C,C20,. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle),C20. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle)
