year,section,field,label,raw_preview
2024-2025,C,C13,-C20: Admission Policies,C13-C20: Admission Policies C13.Application fee  If your institution has waived its application fee for the Fall 2026 admission cycle please select no. Does your institution have an application fee? ☐ ✔ Yes ☐ No Amount of application fee: $85.00 Can it be waived for applicants with financial need? 
2024-2025,C,C14,. Application closing date,C14. Application closing date Does your institution have an application closing date? ☐ ✔ Yes ☐ No Month Day Application closing date (fall) 1 1 Priority Date *A limited number are
2024-2025,C,C15,". Are first-time, first-year students accepted for terms other than the fall? ☐","C15. Are first-time, first-year students accepted for terms other than the fall? ☐ ✔ Yes ☐ No admitted in terms other than fall."
2024-2025,C,C16,.Notification to applicants of admission decision sent (fill in one only),C16.Notification to applicants of admission decision sent (fill in one only) Month Day ☐ On a rolling basis beginning (date): ☐ ✔ By (date): 4 1 ☐ Other:
2024-2025,C,C17,. Reply policy for admitted applicants (fill in one only),C17. Reply policy for admitted applicants (fill in one only) Month Day ☐ ✔ Must reply by (date): 5 1 ☐ No set date ☐ Must reply by May 1st or within weeks if notified thereafter ☐ Other: Month Day A nonrefundable $1500 Admission deposit Deadline for housing deposit: 5 1 is due by May 1 Amount of hou
2024-2025,C,C18,. Deferred admission: Does your institution allow students to postpone enrollment after admission?,"C18. Deferred admission: Does your institution allow students to postpone enrollment after admission? ☐ ✔ Yes ☐ No If yes, maximum period of postponement: 1 year"
2024-2025,C,C19,. Early admission of high school students: Does your institution allow high school students to enroll as full-,"C19. Early admission of high school students: Does your institution allow high school students to enroll as full- time, first-time, first-year students one year or more before high school graduation? ☐ ✔ Yes ☐ No"
2024-2025,C,C20,. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle),C20. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle)
2024-2025,C,C21,-C22: Early Decision and Early Action Plans,C21-C22: Early Decision and Early Action Plans C21. Early decision: Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that asks students to commit to atten
2024-2025,C,C22,. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission,"C22. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to attending your college? ☐ ✔ Yes ☐ No If “yes,” please complete the following: Month Day WFU has an early "
2024-2025,D,D1,-D2: Fall Applicants,"D1-D2: Fall Applicants D1. Does your institution enroll transfer students? ☐ ✔ Yes ☐ No (If no, please skip to Section E) If yes, may transfer students earn advanced standing credit by transferring credits earned from course work completed at other colleges/universities? ☐ ✔ Yes ☐ No"
2024-2025,D,D2,". Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer","D2. Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall 2024.  If your institution collects and reports non-binary gender data, please use the “Another Gender” category. Applicants Admitted Applicants Enrolled Applicants Men 220 75 29 "
2024-2025,D,D3,-D11: Application for Admission,D3-D11: Application for Admission D3. Indicate terms for which transfers may enroll: ☐ ✔ Fall ☐ Winter ☐ ✔ Spring ☐ Summer
2024-2025,D,D4,. Must a transfer applicant have a minimum number of credits completed or else must apply as an,"D4. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering first-year student? ☐ Yes ☐ No ✔ If yes, what is the minimum number of credits and the unit of measure? Number of credits Unit Type"
2024-2025,D,D5,. Indicate all items required of transfer students to apply for admission:,D5. Indicate all items required of transfer students to apply for admission: Recommended Recommended Required of Required of All Not Required of All of Some Some High school transcript ✔ College transcript(s) ✔ Essay or personal statement ✔ Interview ✔ Standardized test scores ✔ Statement of good st
2024-2025,D,D6,. If a minimum high school grade point average is required of,"D6. If a minimum high school grade point average is required of transfer applicants, specify (on a 4.0 scale):"
2024-2025,D,D7,. If a minimum college grade point average is required of                         2.00,"D7. If a minimum college grade point average is required of 2.00 transfer applicants, specify on a 4.0 scale:"
2024-2025,D,D8,. List any other application requirements specific to,D8. List any other application requirements specific to transfer applicants:
2024-2025,D,D9,". List application priority, closing, notification, and candidate reply dates for transfer students. If applications are","D9. List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a check mark in the “Rolling admission” column. *Contact Priority Date Closing Date Notification Date Reply Date Rolling Admissi"
2024-2025,D,D10,". Does an open admission policy, if reported, apply to transfer students? ☐ Yes ☐ No","D10. Does an open admission policy, if reported, apply to transfer students? ☐ Yes ☐ No"
2024-2025,D,D11,". Describe additional requirements for transfer admission, if applicable:","D11. Describe additional requirements for transfer admission, if applicable: *Contact Admissions Office for closing date for transfer admission applications (336) 758-5201 or admissions.wfu.edu"
2024-2025,D,D12,-D17: Transfer Credit Policies,D12-D17: Transfer Credit Policies D12. Report the lowest grade earned for any course that may be transferred for credit: C Number Unit Type
2024-2025,D,D13,. Maximum number of credits or courses that may                                         60,D13. Maximum number of credits or courses that may 60 be transferred from a two-year institution:
2024-2025,D,D14,. Maximum number of credits or courses that may,D14. Maximum number of credits or courses that may 60 be transferred from a four-year institution:
2024-2025,D,D15,. Minimum number of credits that transfers must,D15. Minimum number of credits that transfers must complete at your institution to earn an associate degree:
2024-2025,D,D16,. Minimum number of credits that transfers must,D16. Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree: 60
2024-2025,D,D17,. Describe other transfer credit policies:,D17. Describe other transfer credit policies:
2024-2025,D,D18,-D22: Military Service Transfer Credit Policies,D18-D22: Military Service Transfer Credit Policies D18. Does your institution accept the following military/veteran transfer credits: Yes No American Council on Education (ACE) ✔ College Level Examination Program (CLEP) ✔ DANTES Subject Standardized Tests (DSST) ✔ Number Unit Type
2024-2025,D,D19,. Maximum number of credits or courses that may be transferred based,D19. Maximum number of credits or courses that may be transferred based 0 on military education evaluated by the American Council on Education (ACE):
2024-2025,D,D20,. Maximum number of credits or courses that may be transferred based on,D20. Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level 0 Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)):
2024-2025,D,D21,. Are the military/veteran credit transfer policies published on your website?           Yes         No,"D21. Are the military/veteran credit transfer policies published on your website? Yes No If yes, please provide the URL where the policy can be located: General transfer policies can be found here: https://bulletin.wfu.edu/undergraduate/procedures/transfer-credit/"
2024-2025,D,D22,. Describe other military/veteran transfer credit policies unique to your institution:,D22. Describe other military/veteran transfer credit policies unique to your institution:
2024-2025,E,E1,. Special study options: Identify those programs available at your institution. Refer to the glossary for,E1. Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. ☐ Accelerated program ☐ ✔ Honors program ☐ Comprehensive transition and ☐ Independent study ✔ postsecondary program for students ☐ ✔ Internships with intellectual disabilities ☐ L
2024-2025,E,E2,. Has been removed from the CDS.,E2. Has been removed from the CDS.
2024-2025,E,E3,. Areas in which all or most students are required to complete some course work prior to graduation:,E3. Areas in which all or most students are required to complete some course work prior to graduation: ☐ ✔ Arts/fine arts ☐ Physical Education ☐ ✔ Computer literacy ☐ ✔ Intensive writing ☐ English (including composition) ✔ ☐ ✔ Foreign languages ☐ History ✔ ☐ ✔ Humanities ☐ ✔ Mathematics ☐ Philosophy
2024-2025,F,F1,". Percentages of first-time, first-year degree-seeking students and degree-seeking","F1. Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in Fall 2024 who fit the following categories: First-time, first- year students Undergraduates Percent who are from out of state (exclude international/nonresident 83.40 87.30 from the numera"
2024-2025,F,F2,. Activities offered Identify those programs available at your institution.,F2. Activities offered Identify those programs available at your institution. ☐ ✔ Campus Ministries ☐ ✔ Literary magazine ☐ ✔ Radio station ☐ Choral groups ✔ ☐ ✔ Marching band ☐ ✔ Student government ☐ ✔ Concert band ☐ ✔ Model UN ☐ ✔ Student newspaper ☐ ✔ Dance ☐ ✔ Music ensembles ☐ ✔ Student-run fil
2024-2025,F,F3,. ROTC (program offered in cooperation with Reserve Officers’ Training Corps),F3. ROTC (program offered in cooperation with Reserve Officers’ Training Corps) Army ROTC is offered: ☐ ✔ On campus ☐ At cooperating institution (name): Naval ROTC is offered: ☐ Marine Option ☐ On campus ☐ At cooperating institution (name): Air Force ROTC is offered: ☐ On campus ☐ At cooperating ins
2024-2025,F,F4,". Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at","F4. Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. ☐ ✔ Coed residence halls ☐ ✔ Fraternity/sorority housing ☐ Men’s residence halls ☐ Cooperative housing ☐ Women’s residence dorms ☐ ✔ Theme housing ☐ Apartments for marri"
2024-2025,G,G0,. Please provide the URL of your institution’s net price calculator:,G0. Please provide the URL of your institution’s net price calculator: https://npc.collegeboard.org/app/wfu Provide 2024-2025 academic year costs of attendance for the following categories that are applicable to your institution. ☐ Check here if your institution's 2025-2026 academic year costs of at
2024-2025,G,G1,". Undergraduate full-time tuition, required fees, food and housing","G1. Undergraduate full-time tuition, required fees, food and housing List the typical tuition, required fees, and food and housing for a full-time undergraduate student for the FULL 2025-2026 academic year. (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multipl"
2024-2025,G,G2,. Number of credits per term a student can take for,G2. Number of credits per term a student can take for the stated full-time tuition.
2024-2025,G,G3,". Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)?","G3. Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)? ☐ Yes ☐ ✔ No"
2024-2025,G,G4,. Do tuition and fees vary by undergraduate instructional program?,"G4. Do tuition and fees vary by undergraduate instructional program? ☐ Yes ☐ ✔ No If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1? ⇒"
2024-2025,G,G5,. Provide the estimated expenses for a typical full-time undergraduate student:,G5. Provide the estimated expenses for a typical full-time undergraduate student: Commuters Commuters Residents (not living at (living at home) home) Books and supplies: $1718.00 $1718.00 $1718.00 Housing only: Not Applicable Not Applicable $12054.00 Food only: Not Applicable $4666.00 $7000.00 Food 
2024-2025,G,G6,. Undergraduate per-credit-hour charges (tuition only):,G6. Undergraduate per-credit-hour charges (tuition only): PRIVATE INSTITUTIONS: $2881.00 PUBLIC INSTITUTIONS: In-district: In-state (out-of-district): Out-of-state: NONRESIDENTS: $2881.00
2024-2025,H,H1,. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking,"H1. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree-seeking” undergraduates) in the following categories.  If the data being reported are final figures for the 2023-2024 "
2024-2025,H,H2,. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-,H2. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full- time undergraduates who applied for and were awarded financial aid from any source.  Aid that is non-need-based but that was used to meet need should be counted as need-based aid.  Numbers 
2024-2025,H,H2A,. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of,H2A. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-seeking full-time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non-need-based scholarship or grant aid.  Numbers should reflect the cohor
2024-2025,H,H4,. Provide the number of students in the 2024,"H4. Provide the number of students in the 2024 undergraduate class who started at your institution as first- 1319 time students and received a bachelor's degree between July 1, 2023 and June 30, 2024. Exclude students who transferred into your institution. H4 above) who cumulative borrowed from borr"
2024-2025,H,H5,". Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal,","H5. Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan sources, and the average (or mean) amount borrowed. • The “Average per-undergraduate-borrower cumulative principal borrowed,” is designed to provide better information about student bo"
2024-2025,H,H6,-H7: Aid to Undergraduate Degree-seeking Nonresidents,H6-H7: Aid to Undergraduate Degree-seeking Nonresidents • Report numbers and dollar amounts for the same academic year checked in item H1 H6. Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree- seeking nonresidents: ☐ Institutional need-base
2024-2025,H,H7,. Check off all financial aid forms nonresident first-year financial aid applicants must submit:,H7. Check off all financial aid forms nonresident first-year financial aid applicants must submit: ☐ Institution’s own financial aid form ☐ CSS Profile ☐ ✔ Other (specify): International Student Certification of Finances Process for First-Year Students
2024-2025,H,H8,. Check off all financial aid forms domestic first-year financial aid applicants must submit:,H8. Check off all financial aid forms domestic first-year financial aid applicants must submit: ☐ ✔ FAFSA ☐ Institution’s own financial aid form ☐ ✔ CSS Profile ☐ ✔ State aid form ☐ ☐ ✔ Noncustodial Profile Business/Farm Supplement ☐ Other:
2024-2025,H,H9,. Indicate filing dates for first-year students:,H9. Indicate filing dates for first-year students: Month Day Priority date for filing required 1 1 financial aid forms Deadline for filing required financial 1 1 aid forms No deadline for filing required forms (applications processed on a rolling basis)
2024-2025,H,H10,. Indicate notification dates for first-year students (answer a or b):,"H10. Indicate notification dates for first-year students (answer a or b): Month Day ✔ Students notified on or about (date) 4 1 Students notified on a rolling basis If yes, starting date"
2024-2025,H,H11,. Indicate reply dates:,H11. Indicate reply dates: Month Day Students must reply by (date) 5 1 or within weeks of notification. Types of Aid Available Please check off all types of aid available to undergraduates at your institution:
2024-2025,H,H12,. Loans                                                H13. Need Based Scholarships and Grants,H12. Loans H13. Need Based Scholarships and Grants ✔ Federal Direct Subsidized Loans ☐ ✔ Federal Pell ✔ Federal Direct Unsubsidized Loans ☐ ✔ Federal SEOG ✔ Federal Direct PLUS Loans ☐ ✔ State scholarships/grants Federal Nursing Loans ☐ ✔ Private Scholarships ✔ State Loans ☐ ✔ College/university sch
2024-2025,H,H14,. Check off criteria used in awarding institutional aid. Check all that apply.,H14. Check off criteria used in awarding institutional aid. Check all that apply. Non-Need Based Need-Based Academics ☐ ✔ ☐ Alumni affiliation ☐ ✔ ☐ Art ☐ ✔ ☐ Athletics ☐ ✔ ☐ Job skills ☐ ☐ ROTC ☐ ✔ Not Applicable Leadership ☐ ✔ ☐ Music/drama ☐ ✔ ☐ Religious affiliation ☐ ✔ ☐ State/district residenc
2024-2025,H,H15,". If your institution has recently implemented any major financial aid policy, program, or initiative to make your","H15. If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below:"
2023-2024,A,A0,Respondent Information (Not for Publication),"A0 Respondent Information (Not for Publication) Name: Adam Shick Title: Senior Associate Director Office: Institutional Research Mailing Address: P.O. Box 7373 Wake Forest University City/State/Zip/Country: Winston Salem, NC 27109 Phone: 336-758-5161 Fax: E-mail Address: shickaw@wfu.edu Are your res"
2023-2024,A,A0A,We invite you to indicate if there are items on the CDS for which you cannot use the requested analytic,"A0A We invite you to indicate if there are items on the CDS for which you cannot use the requested analytic convention, cannot provide data for the cohort requested, whose methodology is unclear, or about which you have questions or comments in general. This information will not be published but wil"
2023-2024,A,A1,Address Information,"A1 Address Information Name of College/University: Wake Forest University Mailing Address: P.O. Box 7305 Reynolda Station City/State/Zip/Country: Winston Salem, NC 27109 Street Address (if different): 1834 Wake Forest Road City/State/Zip/Country: Winston Salem, NC 27106 Main Phone Number: 336-758-50"
2023-2024,A,A2,Source of institutional control (Check only one):,A2 Source of institutional control (Check only one): Public x Private (nonprofit) Proprietary
2023-2024,A,A3,Classify your undergraduate institution:,A3 Classify your undergraduate institution: x Coeducational college Men's college Women's college
2023-2024,A,A4,Academic year calendar:,"A4 Academic year calendar: x Semester If your academic year has changed because of the Quarter COVID-19 pandemic, please indicate as other Trimester below. 4-1-4 Continuous Differs by program (describe): Other (describe): CDS-A Page 1"
2023-2024,A,A5,Degrees offered by your institution:,A5 Degrees offered by your institution: Certificate Diploma Associate Transfer Associate Terminal Associate x Bachelor's x Postbachelor's certificate x Master's Post-master's certificate x Doctoral degree research/scholarship x Doctoral degree – professional practice Doctoral degree -- other A5 Doct
2023-2024,A,A6,"Diversity, Equity, and Inclusion","A6 Diversity, Equity, and Inclusion If you have a diversity, equity, and inclusion office or department, please provide the URL of the corresponding Web page: https://diversity.wfu.edu/ CDS-A Page 2"
2023-2024,B,B1,Institutional Enrollment - Men and Women,"B1 Institutional Enrollment - Men and Women Provide numbers of students for each of the following categories as of the institution's official fall reporting date or as of October 15, 2023. • Note: Report students formerly designated as “first professional” in the graduate cells. • For information on"
2023-2024,B,B2,Enrollment by Racial/Ethnic Category.,"B2 Enrollment by Racial/Ethnic Category. Provide numbers of undergraduate students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2023. • Include international students only in the category ""Nonresidents."" • Complete the “Total Undergra"
2023-2024,B,B3,"Number of degrees awarded by your institution from July 1, 2022, to June 30, 2023.","B3 Number of degrees awarded by your institution from July 1, 2022, to June 30, 2023. Certificate/diploma Associate degrees Bachelor's degrees 1296 Postbachelor's certificates 8 Master's degrees 1038 Post-Master's certificates Doctoral degrees – research/scholarship 38 Doctoral degrees – professiona"
2023-2024,B,B4,-B21: Graduation Rates,"B4-B21: Graduation Rates The items in this section correspond to data elements collected by the IPEDS Web-based Data Collection System’s Graduation Rate Survey (GRS). • For complete instructions and definitions of data elements, see the IPEDS GRS Forms and Instructions for the 2023-2024 Survey. http"
2023-2024,B,B22,. Retention Rates,"B22. Retention Rates Report for the cohort of all full-time, first-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered in Fall 2022 (or the preceding summer term). • The initial cohort may be adjusted for students who departed for the following reasons: CDS-B Page 5 * D"
2023-2024,C,C1,-C2: Applications,"C1-C2: Applications C1 First-time, first-year students: Provide the number of degree-seeking, first-time, first-year students who applied, were admitted, and enrolled (full- or part-time) in Fall 2023. • Include early decision, early action, and students who began studies during summer in this cohor"
2023-2024,C,C2,"First-time, first-year wait-listed students","C2 First-time, first-year wait-listed students Students who met admission requirements but whose final admission was contingent on space availability Yes No Do you have a policy of placing students on a waiting list? X If yes, please answer the questions below for Fall 2023 admissions: WAITING LIST "
2023-2024,C,C3,-C5: Admission Requirements,C3-C5: Admission Requirements C3 High school completion requirement Check the appropriate box to identify your high school completion requirement for degree-seeking entering students: High school diploma is required and GED is accepted High school diploma is required and GED is not accepted X High s
2023-2024,C,C4,Does your institution require or recommend a general college-preparatory program for degree-,C4 Does your institution require or recommend a general college-preparatory program for degree- seeking students? X Require Recommend Neither require nor recommend
2023-2024,C,C5,Distribution of high school units required and/or recommended. Specify the distribution of academic,C5 Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study or its equivalent). If you use a different system
2023-2024,C,C6,-C7: Basis for Selection,"C6-C7: Basis for Selection C6 Do you have an open admission policy, under which virtually all secondary school graduates or students with GED equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? If so, check which applies: Open admission policy a"
2023-2024,C,C7,"Relative importance of each of the following academic and nonacademic factors in your first-time,","C7 Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking general (not including programs with specific criteria) admissions decisions. Academic Very Important Important Considered Not Considered Rigor of secondary school record X"
2023-2024,C,C8,: SAT and ACT Policies,"C8: SAT and ACT Policies Entrance exams Yes No Does your institution make use of SAT or ACT scores in admission decisions for first-time, first-year, degree-seeking applicants? X If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission for "
2023-2024,C,C8A,,"C8A 2025. Not Not required for Required to be considered for Required for admission, but Admission considered for Recommended admission, some considered if admission even if submitted submitted SAT or ACT X ACT Only X SAT Only X"
2023-2024,C,C8B,Has been removed from the CDS.,C8B Has been removed from the CDS.
2023-2024,C,C8C,Has been removed from the CDS.,C8C Has been removed from the CDS.
2023-2024,C,C8D,"In addition, does your institution use applicants' test scores for academic advising?","C8D In addition, does your institution use applicants' test scores for academic advising? Yes X No"
2023-2024,C,C8E,Latest date by which SAT or ACT scores must be received for fall-term admission,C8E Latest date by which SAT or ACT scores must be received for fall-term admission
2023-2024,C,C8F,"If necessary, use this space to clarify your test","C8F If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some students, or if tests are not required of some students due to differences by academic program, student academic background, or if other examinations may be considered in lieu of the SAT and ACT):"
2023-2024,C,C8G,"Please indicate which tests your institution uses for placement (e.g., state tests):","C8G Please indicate which tests your institution uses for placement (e.g., state tests): SAT ACT X AP X CLEP X Institutional Exam State Exam (specify):"
2023-2024,C,C9,"-C12: First-time, first-year Profile","C9-C12: First-time, first-year Profile Provide information for ALL enrolled, degree-seeking, full-time and part-time, first-time, first-year students enrolled in Fall 2023, including students who began studies during summer, international students/nonresidents, and students admitted under special ar"
2023-2024,C,C10,"Percent of all degree-seeking, first-time, first-year students who had high school class rank within","C10 Percent of all degree-seeking, first-time, first-year students who had high school class rank within each of the following ranges (report information for those students from whom you collected high school rank information) Assessment Percent Percent in top tenth of high school graduating class 6"
2023-2024,C,C11,"Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade-","C11 Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade- point averages within each of the following ranges (using 4.0 scale). * Report information only for those students from whom you collected high school GPA. * If you are able to report GPA range"
2023-2024,C,C12,"Average high school GPA of all degree-seeking, first-time, first-year","C12 Average high school GPA of all degree-seeking, first-time, first-year students who submitted GPA: Percent of total first-time, first-year students who submitted high school GPA:"
2023-2024,C,C13,-C20: Admission Policies,C13-C20: Admission Policies C13 Application Fee If your institution has waived its application fee for the Fall 2025 admission cycle please select no. Yes No Does your institution have an application fee? X Amount of application fee: $85 Yes No Can it be waived for applicants with financial need? X 
2023-2024,C,C14,Application closing date,C14 Application closing date Yes No Does your institution have an application closing X date? Date Application closing date (fall) JAN 1st Priority Date Yes No CDS-C Page 11
2023-2024,C,C15,"Are first-time, first-year students accepted for terms other than the","C15 Are first-time, first-year students accepted for terms other than the fall?"
