year,section,field,label,raw_preview
2024-2025,C,C19,Early admission of high school students,"C19 Early admission of high school students Yes No Does your institution allow high school students to enroll as full- time, first-time, first-year students one year or more before high x school graduation?"
2024-2025,C,C20,Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle),"C20 Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle) Common Data Set 2024-2025 CDS-C University of California, Riverside Page 17 C21-C22: Early Decision and Early Action Plans"
2024-2025,C,C21,Early Decision,"C21 Early Decision Yes No Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that asks students to commit to attending if accepted) for first- x time, first"
2024-2025,C,C22,Early action,"C22 Early action Yes No Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to attending your x college? If “yes,” please complete the following: Early action closing date Early a"
2024-2025,D,D1,-D2: Fall Applicants,"D1-D2: Fall Applicants Yes No D1 Does your institution enroll transfer students? (If no, please skip to x Section E) If yes, may transfer students earn advanced standing credit by transferring credits earned from course work completed at other x colleges/universities?"
2024-2025,D,D2,"Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall","D2 Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall 2024. If your institution collects and reports non-binary gender data, please use the ""Another Gender"" category. Admitted Enrolled Transfer Admission Applicants Applicants Applicant"
2024-2025,D,D3,-D11: Application for Admission,D3-D11: Application for Admission D3 Indicate terms for which transfers may enroll: x Fall x Winter Spring Summer Yes No
2024-2025,D,D4,Must a transfer applicant have a minimum number of credits,"D4 Must a transfer applicant have a minimum number of credits x completed or else must apply as an entering first-year student? If yes, what is the minimum number of credits and the unit of 60 semester measure? (90 quarter)"
2024-2025,D,D5,Indicate all items required of transfer students to apply for admission:,D5 Indicate all items required of transfer students to apply for admission: Recommended Recommended Required of Requirements Required of All Not Required of All of Some Some High school transcript x College transcript(s) x Essay or personal statement x Interview x Standardized test scores x Statemen
2024-2025,D,D7,If a minimum college grade point average is required of transfer,"D7 If a minimum college grade point average is required of transfer applicants, specify (on a 4.0 scale): 2.4"
2024-2025,D,D8,List any other application requirements specific to transfer applicants:,D8 List any other application requirements specific to transfer applicants: Some majors are selective and require a higher GPA and specific course completion
2024-2025,D,D9,"List application priority, closing, notification, and candidate reply dates for transfer students. If applications are","D9 List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a check mark in the “Rolling admission” column. D9 Notification Rolling Term Priority Date Closing Date Reply Date Date Admission"
2024-2025,D,D10,"Does an open admission policy, if reported, apply to transfer","D10 Does an open admission policy, if reported, apply to transfer x students?"
2024-2025,D,D11,"Describe additional requirements for transfer admission, if applicable:","D11 Describe additional requirements for transfer admission, if applicable: 60 transferable semester units, 2 English composition, one math, and four courses chosen from two of the following areas: arts & humanities, social & behavioral sciences, physical & biological sciences. Some programs have sp"
2024-2025,D,D12,-D17: Transfer Credit Policies,D12-D17: Transfer Credit Policies D12 Report the lowest grade earned for any course that may be transferred for credit: D- Number Unit Type
2024-2025,D,D13,Maximum number of credits or courses that may be transferred from,D13 Maximum number of credits or courses that may be transferred from 70 semester a two-year institution: Number Unit Type
2024-2025,D,D14,Maximum number of credits or courses that may be transferred from,D14 Maximum number of credits or courses that may be transferred from a four-year institution:
2024-2025,D,D15,Minimum number of credits that transfers must complete at your,D15 Minimum number of credits that transfers must complete at your institution to earn an associate degree: N/A
2024-2025,D,D16,Minimum number of credits that transfers must complete at your,"D16 Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree: 36 Common Data Set 2024-2025 CDS-D University of California, Riverside Page 20 D17 Describe other transfer credit policies: Maximum lower-division units allowed for transfer from any instituti"
2024-2025,D,D18,-D22: Military Service Transfer Credit Policies,D18-D22: Military Service Transfer Credit Policies D18 Does your institution accept the following military/veteran transfer credits: Yes No American Council on Education (ACE) x College Level Examination Program (CLEP) x DANTES Subject Standardized Tests (DSST) x Number Unit Type
2024-2025,D,D19,Maximum number of credits or courses that may be transferred,D19 Maximum number of credits or courses that may be transferred based on military education evaluated by the American Council on None Education (ACE): Number Unit Type
2024-2025,D,D20,Maximum number of credits or courses that may be transferred,D20 Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or N/A DANTES Subject Standardized Tests (DSST)): Yes No
2024-2025,D,D21,Are the military/veteran credit transfer policies published on your,"D21 Are the military/veteran credit transfer policies published on your x website? If yes, please provide the URL where the policy can be located: https://admissions.ucr.edu/transfer (General transfer policies apply to all students, including military/veteran)."
2024-2025,D,D22,Describe other military/veteran transfer credit policies unique to your institution:,"D22 Describe other military/veteran transfer credit policies unique to your institution: There are multiple courses unique to military/veterans that can receive transfer credit and may be included in JST and SMART transcripts. Common Data Set 2024-2025 CDS-D University of California, Riverside Page "
2024-2025,E,E1,Special study options: Identify those programs available at your institution.,E1 Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. x Accelerated program Comprehensive transition and postsecondary program for students with intellectual disabilities x Cross-registration x Distance learning x Double major Dual en
2024-2025,E,E2,Has been removed from the CDS.,E2 Has been removed from the CDS.
2024-2025,E,E3,Areas in which all or most students are required to complete some course work prior to graduation:,E3 Areas in which all or most students are required to complete some course work prior to graduation: Arts/fine arts Computer literacy x English (including composition) x Foreign languages x History Physical Education x Humanities Intensive writing x Mathematics Philosophy x Sciences (biological or 
2024-2025,F,F1,"Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in","F1 Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in Fall 2024 who fit the following categories: First-time, first- Undergraduates year students Percent who are from out of state (exclude international/nonresidents from the numerator and 1% 1"
2024-2025,F,F2,Activities offered. Identify those programs available at your institution.,F2 Activities offered. Identify those programs available at your institution. x Campus Ministries x Choral groups x Concert band x Dance x Drama/theater x International Student Organization x Jazz band x Literary magazine Marching band x Model UN x Music ensembles x Musical theater Opera x Pep band 
2024-2025,F,F4,"Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your","F4 Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. x Coed dorms Men’s dorms Women’s dorms x Apartments for married students x Apartments for single students x Special housing for disabled students x Special housing for in"
2024-2025,G,G0,Please provide the URL of your institution’s net price calculator:,G0 Please provide the URL of your institution’s net price calculator: https://netpricecalculator.ucr.edu/ Provide 2025-2026 academic year costs of attendance for the following categories that are applicable to your institution. Check here if your institution’s 2025-2026 academic year costs of attend
2024-2025,G,G1,"Undergraduate full-time tuition, required fees, food and housing","G1 Undergraduate full-time tuition, required fees, food and housing List the typical tuition, required fees, and food and housing for a full-time undergraduate student for the FULL 2025- 2026 academic year. (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multipl"
2024-2025,G,G3,"Do tuition and fees vary by year of study (e.g., sophomore,","G3 Do tuition and fees vary by year of study (e.g., sophomore, By cohort year junior, senior)?"
2024-2025,G,G4,Do tuition and fees vary by undergraduate instructional,"G4 Do tuition and fees vary by undergraduate instructional x program? If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1?"
2024-2025,G,G5,Provide the estimated expenses for a typical full-time undergraduate student:,"G5 Provide the estimated expenses for a typical full-time undergraduate student: Commuters Commuters Residents (living at home) (not living at home) Books and supplies: $1,750 $1,750 $1,750 Housing only: Food only: Food and housing total* $20,416 $8,968 $16,808 Transportation: $1,103 $2,998 $2,708 O"
2024-2025,G,G6,Undergraduate per-credit-hour charges (tuition only):,"G6 Undergraduate per-credit-hour charges (tuition only): PRIVATE INSTITUTIONS: PUBLIC INSTITUTIONS: In-district: In-state (out-of-district): Out-of-state: NONRESIDENTS: Common Data Set 2024-2025 CDS-G University of California, Riverside Page 26"
2024-2025,H,H1,Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the,"H1 Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree-seeking” undergraduates) in the following categories. • If the data being reported are final figures for the 2023-2024 a"
2024-2025,H,H4,Provide the number of students in the 2024 undergraduate class who started at your,"H4 Provide the number of students in the 2024 undergraduate class who started at your institution as first-time students and received a bachelor’s degree between July 1, 2023 and 3,510 June 30, 2024. Exclude students who transferred into your institution."
2024-2025,H,H5,"Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan","H5 Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan sources, and the average (or mean) amount borrowed. • The “Average per-undergraduate-borrower cumulative principal borrowed,” is designed to provide better information about student bor"
2024-2025,H,H6,Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree-seeking,H6 Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree-seeking nonresidents: Institutional need-based scholarship or grant aid is available x Institutional non-need-based scholarship or grant aid is available Institutional scholarship or gran
2024-2025,H,H7,Check off all financial aid forms nonresident first-year financial aid applicants must submit:,"H7 Check off all financial aid forms nonresident first-year financial aid applicants must submit: Institution’s own financial aid form CSS/Financial Aid PROFILE Other (specify): Common Data Set 2024-2025 CDS-H University of California, Riverside Page 31 Process for First-Year Students"
2024-2025,H,H8,Check off all financial aid forms domestic first-year financial aid applicants must submit:,H8 Check off all financial aid forms domestic first-year financial aid applicants must submit: x FAFSA Institution’s own financial aid form CSS/Financial Aid PROFILE x State aid form Noncustodial PROFILE Business/Farm Supplement Other (specify):
2024-2025,H,H9,Indicate filing dates for first-year students:,H9 Indicate filing dates for first-year students: Priority date for filing required financial aid forms: 3/2 Deadline for filing required financial aid forms: 6/1 No deadline for filing required forms (applications processed on a rolling basis)
2024-2025,H,H10,Indicate notification dates for first-year students (answer a or b):,"H10 Indicate notification dates for first-year students (answer a or b): a) Students notified on or about (date): b) Students notified on a rolling basis: x Yes No If yes, starting date: 3/1"
2024-2025,H,H11,Indicate reply dates:,H11 Indicate reply dates: Students must reply by (date): 5/1 or within _______ weeks of notification. 3 Types of Aid Available Please check off all types of aid available to undergraduates at your institution:
2024-2025,H,H12,Loans,"H12 Loans x Federal Direct Subsidized Loans x Federal Direct Unsubsidized Loans x Federal Direct PLUS Loans Federal Nursing Loans x State Loans x College/university loans from institutional funds Other (specify): Common Data Set 2024-2025 CDS-H University of California, Riverside Page 32 H13 Need Ba"
2024-2025,H,H14,Check off criteria used in awarding institutional aid. Check all that apply.,H14 Check off criteria used in awarding institutional aid. Check all that apply. Non-Need Based Need-Based Academics x x Alumni affiliation x Art x Athletics x Job skills ROTC x Leadership x Music/drama x Religious affiliation State/district residency x
2024-2025,H,H15,"If your institution has recently implemented any major financial aid policy, program, or initiative to","H15 If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below: Common D"
2024-2025,J,J1,"Degrees conferred between July 1, 2023 and June 30, 2024","J1 Degrees conferred between July 1, 2023 and June 30, 2024 For each of the following discipline areas, provide the percentage of diplomas/certificates, associate, and bachelor’s degrees awarded. To determine the percentage, use majors, not headcount (e.g., students with one degree but a double majo"
2023-2024,A,A1,Address Information,"A1 Address Information Name of College/University: University of California, Riverside Mailing Address: 900 University Avenue City/State/Zip/Country: Riverside, CA 92521 Street Address (if different): City/State/Zip/Country: Main Phone Number: 951-827-1012 WWW Home Page Address: https://www.ucr.edu "
2023-2024,A,A2,Source of institutional control (Check only one):,A2 Source of institutional control (Check only one): x Public Private (nonprofit) Proprietary
2023-2024,A,A3,Classify your undergraduate institution:,A3 Classify your undergraduate institution: x Coeducational college Men’s college Women’s college
2023-2024,A,A4,Academic year calendar:,"A4 Academic year calendar: Semester If your academic year has changed because of the x Quarter COVID-19 pandemic, please indicate as other Trimester below. 4-1-4 Continuous Differs by program (describe): Other (describe): Common Data Set 2023-2024 CDS-A University of California, Riverside Page 1 A5 "
2023-2024,A,A6,"Diversity, Equity, and Inclusion","A6 Diversity, Equity, and Inclusion If you have a diversity, equity, and inclusion office or department, please provide the URL of the corresponding Web page: https://diversity.ucr.edu Common Data Set 2023-2024 CDS-A University of California, Riverside Page 2"
2023-2024,B,B1,Institutional Enrollment - Men and Women,"B1 Institutional Enrollment - Men and Women Provide numbers of students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2023. • Note: Report students formerly designated as “first professional” in the graduate cells. • For information on"
2023-2024,B,B3,"Number of degrees awarded by your institution from July 1, 2022, to June 30, 2023.","B3 Number of degrees awarded by your institution from July 1, 2022, to June 30, 2023. Certificate/diploma Associate degrees Bachelor’s degrees 5953 Postbachelor’s certificates Master’s degrees 980 Post-Master’s certificates Doctoral degrees – research/scholarship 324 Doctoral degrees – professional "
2023-2024,B,B4,-B21: Graduation Rates,"B4-B21: Graduation Rates The items in this section correspond to data elements collected by the IPEDS Web-based Data Collection System’s Graduation Rate Survey (GRS). • For complete instructions and definitions of data elements, see the IPEDS GRS Forms and Instructions for the 2023-2024 Survey. http"
2023-2024,B,B12,,"B12 Initial cohort, total of first-time, full-time degree/certificate-seeking students:"
2023-2024,B,B13,"Of the initial cohort, how many did not persist and did not graduate for the following","B13 Of the initial cohort, how many did not persist and did not graduate for the following reasons: • Death • Permanently Disability • Service in the armed forces, • Foreign aid service of the federal government • Official church missions • Report total allowable exclusions"
2023-2024,B,B14,"Final cohort, after adjusting for allowable exclusions:","B14 Final cohort, after adjusting for allowable exclusions:"
2023-2024,B,B15,Completers of programs of less than two years duration (total):,B15 Completers of programs of less than two years duration (total):
2023-2024,B,B16,,B16 Completers of programs of less than two years within 150 percent of normal time:
2023-2024,B,B17,Completers of programs of at least two but less than four years (total):,B17 Completers of programs of at least two but less than four years (total):
2023-2024,B,B18,Completers of programs of at least two but less than four-years within 150 percent of,B18 Completers of programs of at least two but less than four-years within 150 percent of normal time:
2023-2024,B,B19,Total transfers-out (within three years) to other institutions:,B19 Total transfers-out (within three years) to other institutions:
2023-2024,B,B20,Total transfers to two-year institutions:,B20 Total transfers to two-year institutions:
2023-2024,B,B21,Total transfers to four-year institutions:,B21 Total transfers to four-year institutions:
2023-2024,B,B22,. Retention Rates,"B22. Retention Rates Report for the cohort of all full-time, first-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered in Fall 2022 (or the preceding summer term). • The initial cohort may be adjusted for students who departed for the following reasons: * Death * Perman"
2023-2024,C,C1,-C2: Applications,"C1-C2: Applications C1 First-time, first-year students: Provide the number of degree-seeking, first-time, first-year students who applied, were admitted, and enrolled (full- or part-time) in Fall 2023. • Include early decision, early action, and students who began studies during summer in this cohor"
2023-2024,C,C3,-C5: Admission Requirements,C3-C5: Admission Requirements C3 High school completion requirement Check the appropriate box to identify your high school completion requirement for degree-seeking entering students: x High school diploma is required and GED is accepted High school diploma is required and GED is not accepted High s
2023-2024,C,C4,Does your institution require or recommend a general college-preparatory program for degree-seeking students?,C4 Does your institution require or recommend a general college-preparatory program for degree-seeking students? Require Recommend Neither require nor recommend
2023-2024,C,C5,Distribution of high school units required and/or recommended. Specify the distribution of academic high school,C5 Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study or its equivalent). If you use a different system
2023-2024,C,C6,"Do you have an open admission policy, under which virtually all secondary school graduates or students with GED","C6 Do you have an open admission policy, under which virtually all secondary school graduates or students with GED equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? If so, check which applies: Open admission policy as described above for all s"
2023-2024,C,C7,"Relative importance of each of the following academic and nonacademic factors in your first-time, first-year,","C7 Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking general (not including programs with specific criteria) admissions decisions. Very Not Academic Important Considered Important Considered Rigor of secondary school record x"
2023-2024,C,C8A,"If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission for Fall","C8A If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission for Fall 2025. Not required for Not considered Required to be Required for admission, but for admission, Admission considered for Recommended some considered if even if admission "
2023-2024,C,C8B,Has been removed from the CDS.,C8B Has been removed from the CDS.
2023-2024,C,C8C,Has been removed from the CDS.,C8C Has been removed from the CDS.
2023-2024,C,C8D,"In addition, does your institution use applicants’ test scores for academic advising?","C8D In addition, does your institution use applicants’ test scores for academic advising? x Yes No"
2023-2024,C,C8E,Latest date by which SAT or ACT scores must be received for fall-term admission,C8E Latest date by which SAT or ACT scores must be received for fall-term admission
2023-2024,C,C8F,"If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some students, or if tests are not","C8F If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some students, or if tests are not required of some students due to differences by academic program, student academic background, or if other examinations may be considered in lieu of the SAT and ACT):"
2023-2024,C,C8G,"Please indicate which tests your institution uses for placement (e.g., state tests):","C8G Please indicate which tests your institution uses for placement (e.g., state tests): x SAT x ACT x AP CLEP x Institutional Exam State Exam (specify): Common Data Set 2023-2024 CDS-C University of California, Riverside Page 12 C9-C12: First-time, first-year Profile Provide information for ALL enr"
2023-2024,C,C9,"Percent and number of first-time, first-year students enrolled in Fall 2023 who submitted national standardized","C9 Percent and number of first-time, first-year students enrolled in Fall 2023 who submitted national standardized (SAT/ACT) test scores. • Include information for ALL enrolled, degree-seeking, first-time, first-year students who submitted test scores. • Do not include partial test scores (e.g., mat"
2023-2024,C,C10,"Percent of all degree-seeking, first-time, first-year students who had high school class rank within each of the","C10 Percent of all degree-seeking, first-time, first-year students who had high school class rank within each of the following ranges (report information for those students from whom you collected high school rank information) Assessment Percent Percent in top tenth of high school graduating class P"
2023-2024,C,C12,"Average high school GPA of all degree-seeking, first-time, first-","C12 Average high school GPA of all degree-seeking, first-time, first- 3.90 year students who submitted GPA: Percent of total first-time, first-year students who submitted high 100% school GPA: Common Data Set 2023-2024 CDS-C University of California, Riverside Page 15 C13-C20: Admission Policies"
2023-2024,C,C13,Application Fee,C13 Application Fee If your institution has waived its application fee for the Fall 2025 admission cycle please select no. Yes No Does your institution have an application fee? x Amount of application fee: $80.00 Yes No Can it be waived for applicants with financial need? x If you have an applicatio
2023-2024,C,C14,Application closing date,C14 Application closing date Yes No Does your institution have an application closing x date? Date Application closing date (fall) 11/30 Priority Date Yes No
2023-2024,C,C15,"Are first-time, first-year students accepted for terms other","C15 Are first-time, first-year students accepted for terms other x than the fall?"
2023-2024,C,C16,Notification to applicants of admission decision sent (fill in one only),"C16 Notification to applicants of admission decision sent (fill in one only) On a rolling basis beginning (date): x By (date): March 31 Other: Common Data Set 2023-2024 CDS-C University of California, Riverside Page 16 C17 Reply policy for admitted applicants (fill in one only) Must reply by (date):"
2023-2024,C,C18,Deferred admission,"C18 Deferred admission Yes No Does your institution allow students to postpone enrollment after x admission? If yes, maximum period of postponement:"
2023-2024,C,C19,Early admission of high school students,"C19 Early admission of high school students Yes No Does your institution allow high school students to enroll as full- time, first-time, first-year students one year or more before high x school graduation?"
2023-2024,C,C20,Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle),"C20 Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle) Common Data Set 2023-2024 CDS-C University of California, Riverside Page 17 C21-C22: Early Decision and Early Action Plans"
2023-2024,C,C21,Early Decision,"C21 Early Decision Yes No Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that asks students to commit to attending if accepted) for first- x time, first"
2023-2024,C,C22,Early action,"C22 Early action Yes No Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to attending your x college? If “yes,” please complete the following: Early action closing date Early a"
2023-2024,D,D1,-D2: Fall Applicants,"D1-D2: Fall Applicants Yes No D1 Does your institution enroll transfer students? (If no, please skip to x Section E) If yes, may transfer students earn advanced standing credit by transferring credits earned from course work completed at other x colleges/universities?"
2023-2024,D,D2,"Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall","D2 Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall 2023. If your institution collects and reports non-binary gender data, please use the ""Another Gender"" category. Admitted Enrolled Transfer Admission Applicants Applicants Applicant"
