year,section,field,label,raw_preview
2024-2025,D,D2,". Provide the number of students who applied, were admitted, and enrolled as degree-seeking","D2. Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in fall 2024. Applicants Accepted Enrolled Men 3,046 991 401 Women 3,568 1,304 502 Another Gender 115 33 12 Unknown 0 0 0 Total 6,729 2,328 915"
2024-2025,D,D3,. Terms for which transfers may enroll,"D3. Terms for which transfers may enroll X Fall * * Students must be, or have been, a degree candidate at another Winter college or university, completed 12 or more credits, and enrolled full-time in order to be considered a transfer candidate. X Spring * Summer"
2024-2025,D,D4,. Must a transfer applicant have a minimum number of credits and the unit of measure?,D4. Must a transfer applicant have a minimum number of credits and the unit of measure? 12 credits
2024-2025,D,D5,. Indicate all items required of transfer students to apply for admission,"D5. Indicate all items required of transfer students to apply for admission Not required for application, required High School transcript to enroll College transcript Required of all Essay or Personal Statement Required of all Interview Not required Standardized test scores Not required* Transfer Co"
2024-2025,D,D6,". Minimum high school grade point average required of transfer applicants, specify (on a 4.0 scale)","D6. Minimum high school grade point average required of transfer applicants, specify (on a 4.0 scale) Not applicable."
2024-2025,D,D7,". Minimum college grade point average required of transfer applicants, specify","D7. Minimum college grade point average required of transfer applicants, specify (on a 4.0 scale) Average GPA of accepted transfers is 3.78 on a 4.0 scale. Boston University Analytical Services & Institutional Research 2024-2025 Boston University Common Data Set 16"
2024-2025,D,D8,. List any other application requirements specific to transfer applicants,D8. List any other application requirements specific to transfer applicants Please see Boston University web site as well as The Undergraduate Programs Bulletin for specifics relating to your program of interest. https://www.bu.edu/admissions/apply/transfer/ (College of Fine Arts candidates must pre
2024-2025,D,D9,". Application priority, closing, notification, and candidate reply dates for transfer students.","D9. Application priority, closing, notification, and candidate reply dates for transfer students. Closing Date Notification Date Reply Date Fall March 15 Beginning Mid-April Starting June 1 Spring November 1 Mid-Nov to Mid-Dec"
2024-2025,D,D10,". Does an open admission policy, if reported, apply to transfer students?","D10. Does an open admission policy, if reported, apply to transfer students? No."
2024-2025,D,D11,". Describe additional requirements for transfer admission, if applicable","D11. Describe additional requirements for transfer admission, if applicable Transfer College Report, college transcript, including proof of high school graduation (or GED), course syllabi, and completed Common App instructor Evaluation Form must be submitted. Recommendations and an essay are also re"
2024-2025,D,D12,. Report the lowest grade earned for any course that may be transferred for credit,D12. Report the lowest grade earned for any course that may be transferred for credit C
2024-2025,D,D13,. Maximum number of credits or courses that may be transferred from a two-year institution,"D13. Maximum number of credits or courses that may be transferred from a two-year institution For undergraduate students transferring into one of BU’s full-time on-campus schools/colleges, a maximum of 68 external or transfer credits can be applied toward degree requirements."
2024-2025,D,D14,. Maximum number of credits or courses that may be transferred from a four-year institution,"D14. Maximum number of credits or courses that may be transferred from a four-year institution For undergraduate students transferring into one of BU’s full-time on-campus schools/colleges, a maximum of 68 external or transfer credits can be applied toward degree requirements."
2024-2025,D,D15,. Minimum number of credits that transfers must complete at your institution to earn an associate's,D15. Minimum number of credits that transfers must complete at your institution to earn an associate's degree Not applicable. Boston University Analytical Services & Institutional Research 2024-2025 Boston University Common Data Set 17
2024-2025,D,D16,. Minimum number of credits that transfers must complete at your institution to earn a bachelor's,D16. Minimum number of credits that transfers must complete at your institution to earn a bachelor's degree Varies by school and college
2024-2025,D,D17,. Describe other transfer credit policies,D17. Describe other transfer credit policies Please see Boston University web site as well as The Undergraduate Programs Bulletin for specifics relating to your program of interest. All undergraduate students may only transfer in a maximum of 68 credits. (College of Fine Arts candidates must present
2024-2025,D,D18,. Military Service Transfer Credit Policies,D18. Military Service Transfer Credit Policies Does your institution accept the following military/veteran transfer credits: American Council on Education (ACE) No 1 College Level Examination Program (CLEP) No 1 DANTES Subject Standardized Tests (DSST) No 1 Excludes some MET Programs2 2 Note some ME
2024-2025,D,D19,. Maximum number of credits or courses that may be transferred based on military education,D19. Maximum number of credits or courses that may be transferred based on military education N/A
2024-2025,D,D20,. Maximum number of credits or courses that may be transferred based on Department of,D20. Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)): N/A
2024-2025,D,D21,. Are the military/veteran credit transfer policies published on your website?,D21. Are the military/veteran credit transfer policies published on your website? Yes https://www.bu.edu/finaid/types-of-aid/veterans-services/veterans-admissions-guide/
2024-2025,D,D22,. Describe other military/veteran transfer credit policies unique to your institution:,D22. Describe other military/veteran transfer credit policies unique to your institution: Boston University Analytical Services & Institutional Research 2024-2025 Boston University Common Data Set 18
2024-2025,E,E1,. Specify study options: Identify those programs available at your institution,"E1. Specify study options: Identify those programs available at your institution Accelerated Degree Programs No Disability Programs Comprehensive transition and postsecondary program for students with intellectual disabilities No Cooperative (Work-Study) Program Yes College of Engineering, only Cros"
2024-2025,E,E2,. No longer on the Common Data Set,E2. No longer on the Common Data Set
2024-2025,E,E3,. Areas in which all or most students are required to complete some course work prior to graduation,"E3. Areas in which all or most students are required to complete some course work prior to graduation The BU Hub, our groundbreaking new general education program, embraces the breadth of disciplines taught at BU, the social and intellectual richness of our residential campus, and our location in a "
2024-2025,F,F1,". Percentages of first-time, first-year (freshman) students and all degree-seeking undergraduates","F1. Percentages of first-time, first-year (freshman) students and all degree-seeking undergraduates enrolled in Fall 2024 who fit the following categories First-Time, First-Year (Freshman) Students Undergraduates From out-of-state 82% 78% Men who join fraternities - - Women who join sororities 13% 1"
2024-2025,F,F2,. Activities offered,F2. Activities offered There are currently more than 450 student organizations available for students - here is a small sample: Alianza Latina Minority Engineers Society Campus Ministries Model UN Choral Group Music Ensembles Concert and Jazz Bands Musical Theatre Dance Opera Drama/Theatre Radio Sta
2024-2025,F,F3,. Reserve Officer's Training Corps (ROTC),F3. Reserve Officer's Training Corps (ROTC) Army ROTC is offered on campus. Navy ROTC is offered on campus. Air Force ROTC is offered on campus. Boston University Analytical Services & Institutional Research 2024-2025 Boston University Common Data Set 21
2024-2025,F,F4,. Housing Offered,"F4. Housing Offered All types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution Co-ed residences Women-only residences Apartment for married students (Limited to graduate students only) No special housing for international students Wellness housing "
2024-2025,G,G0,. Net Price Calculator,G0. Net Price Calculator https://www.bu.edu/finaid/families-counselors/college-cost-estimators/
2024-2025,G,G1,". Undergraduate full-time tuition, required fees, room and board","G1. Undergraduate full-time tuition, required fees, room and board Typical tuition, required fees, and room and board for a full-time, undergraduate student for the 2024-2025 academic year. First Year Undergraduates Full-time tuition $66,670 $66,670 Full-time mandatory fees $1,432 $1,432 Room & boar"
2024-2025,G,G2,. Number of credits per term a student can take for the stated full-time tuition,G2. Number of credits per term a student can take for the stated full-time tuition 12 to 18 credits per term
2024-2025,G,G3,". Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)?","G3. Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)? No."
2024-2025,G,G4,". If tuition and fees vary by undergraduate instructional program, describe briefly:","G4. If tuition and fees vary by undergraduate instructional program, describe briefly: Not applicable."
2024-2025,G,G5,. Estimated expenses for a typical program,"G5. Estimated expenses for a typical program Resident Commuters Commuters not living at students from home home Books and supplies $1,000 $1,000 $1,000 Room* only $12,180 N/A $12,180 Board* only $6,840 $2,647 $6,840 Room and housing* Total Transportation $630 $2,480 $1,120 Other (personal expenses) "
2024-2025,G,G6,. Undergraduate per-credit-hour charges FY 2023-24,"G6. Undergraduate per-credit-hour charges FY 2023-24 Part-time tuition for all students $2,083 Typical part-time fees $60 per semester Boston University Analytical Services & Institutional Research 2024-2025 Boston University Common Data Set 23"
2024-2025,H,H1,. Aid awarded to enrolled undergraduates,"H1. Aid awarded to enrolled undergraduates (2024-25 actual as of mid-semester, Fall 2024) Needs-analysis methodology used: Institutional Methodology Total dollar amount awarded through 2024-2025 to full-time and part-time degree-seeking undergraduates Scholarships and Grants Need-based aid Non-need-"
2024-2025,H,H2,". Number of enrolled students receiving aid, Fall 2024","H2. Number of enrolled students receiving aid, Fall 2024 The number of degree-seeking students who applied for and received financial aid. Institutional need-based gift aid also based on academics, art (School of Fine Arts, only), music/drama (School of Fine Arts, only). Full-time freshmen are inclu"
2024-2025,H,H2A,. Number of Enrolled Students Receiving Non-need based Scholarships and Grants,"H2A. Number of Enrolled Students Receiving Non-need based Scholarships and Grants Less than full-time Full-time freshmen Full-time undergraduates undergraduates (n) Number in ""a"" with no need who received non-need-based aid 103 696 13 (o) Average award for those in ""n"" $33,299 $31,705 $7,573 (p) Num"
2024-2025,H,H3,. No longer on the Common Data Set,H3. No longer on the Common Data Set
2024-2025,H,H4,. Provide number of students in 2024 undergraduate class who entered as first-time students and,"H4. Provide number of students in 2024 undergraduate class who entered as first-time students and received a bachelor's degree between July 1, 2023 and June 30, 2024, exclude transfers who transferred into your institution. 3441 Boston University Analytical Services & Institutional Research 2024-202"
2024-2025,H,H5,". Number and percent of students in class (defined in H4 above) borrowing from federal, non-","H5. Number and percent of students in class (defined in H4 above) borrowing from federal, non- federal, and loan sources, and the average (or mean) amount borrowed. Number in the class Percent of the class Average per-undergraduate-borrower (defined in H4 above) (defined above) who cumulative princi"
2024-2025,H,H6,. Aid to undergraduate international students: institution's policy regarding financial aid for,H6. Aid to undergraduate international students: institution's policy regarding financial aid for undergraduate international (nonresident alien) students Limited college-administered financial aid is available for undergraduate international students. Scholarship/grant aid is non-need-based. Number
2024-2025,H,H7,. Financial aid forms international first-year (freshman) financial aid applicants,H7. Financial aid forms international first-year (freshman) financial aid applicants must submit Institution's Own Financial Aid Form: Not applicable CSS Financial Aid/PROFILE: Not applicable International Student's Financial Aid Application: Not applicable International Student's Certification of F
2024-2025,H,H8,. Financial aid forms domestic first-year (freshman) financial aid applicants must submit,H8. Financial aid forms domestic first-year (freshman) financial aid applicants must submit X Free Application for Federal Student Aid (FAFSA): Required for all Institution's Own Financial Aid Form: Not applicable X CSS Financial Aid/PROFILE: Required for all State (or Province) Scholarship/Grant Fo
2024-2025,H,H9,. Filing dates for first-year (freshman) students,H9. Filing dates for first-year (freshman) students Deadline date January 5 (November 1 for Early Decision candidates)
2024-2025,H,H10,. Notification dates for first-year (freshman) students,H10. Notification dates for first-year (freshman) students Late March (December 15 for Early Decision candidates)
2024-2025,H,H11,. Freshmen reply date,H11. Freshmen reply date May 1 or within two weeks of notification of financial aid decision Boston University Analytical Services & Institutional Research 2024-2025 Boston University Common Data Set 28
2024-2025,H,H12,. Types of aid available: Loans,H12. Types of aid available: Loans X Federal Direct Subsidized Stafford Loans X Federal Direct Unsubsidized Stafford Loans X Federal Direct PLUS Loans X State Loans
2024-2025,H,H13,. Types of aid available: Scholarships and grants (need-based),H13. Types of aid available: Scholarships and grants (need-based) X Federal Pell Grants X Federal Supplemental Opportunity Grants X State scholarships/grants X Private scholarships/grants X College and University scholarships/grants from institutional funds
2024-2025,H,H14,. Institutional Aid Awarding Criteria,H14. Institutional Aid Awarding Criteria Non-need-based Need-based Academics X X Alumni affiliation Art X X Athletics X Job skills ROTC X Leadership X Minority status Music/drama X X Religious affiliation X State/district residency
2024-2025,H,H15,. Affordability initiatives,H15. Affordability initiatives Graduates of Boston's public high schools who complete their financial aid application by Boston University's published deadline and demonstrate need will be awarded financial aid packages which contain no loans and meet their full demonstrated need. Students entering 
2024-2025,J,J1,". Degrees conferred between July 1, 2023 and June 30, 2024","J1. Degrees conferred between July 1, 2023 and June 30, 2024 Diploma/ Certificates Bachelor's Agriculture - - Architecture - 0.4% Area and ethnic studies 4.9% 0.2% Biological/life sciences - 12.4% Business/marketing 19.6% 16.2% Communications/journalism 1.8% 13.0% Communication technology - - Comput"
2023-2024,A,A1,. General information,A1. General information Name of College/University: Boston University Mailing Address: One Silber Way Boston MA 02215 Street Address (if different) Main Phone: (617) 353-2000 www Home Page Address: http://www.bu.edu Admissions Phone Number: (617) 353-2300 Admissions Toll-Free Number: N/A Admissions 
2023-2024,A,A2,. Institutional control,A2. Institutional control Public Private (nonprofit) X Proprietary
2023-2024,A,A3,. Institution classification,A3. Institution classification Coeducational college X Men's college Women's college
2023-2024,A,A4,. Academic year calendar,"A4. Academic year calendar Semester X Quarter Trimester ""4-1-4"" Continuous Differs by program (describe): Other (describe): Boston University Analytical Services & Institutional Research 2023-2024 Boston University Common Data Set 2"
2023-2024,A,A5,. Degrees offered,A5. Degrees offered Certificate X Diploma Associate Transfer associate Terminal associate Bachelor's X Postbachelor's certificate X Master's X Post-master's certificate X Doctoral - Research and Scholarship X Doctoral - Professional Practice X Boston University Analytical Services & Institutional Re
2022-2023,A,A1,. General information,A1. General information Name of College/University: Boston University Mailing Address: One Silber Way Boston MA 02215 Street Address (if different) Main Phone: (617) 353-2000 www Home Page Address: http://www.bu.edu Admissions Phone Number: (617) 353-2300 Admissions Toll-Free Number: N/A Admissions 
2022-2023,A,A2,. Institutional control,A2. Institutional control Public Private (nonprofit) X Proprietary
2022-2023,A,A3,. Institution classification,A3. Institution classification Coeducational college X Men's college Women's college
2022-2023,A,A4,. Academic year calendar,"A4. Academic year calendar Semester X Quarter Trimester ""4-1-4"" Continuous Differs by program (describe): Other (describe): Boston University Analytical Services & Institutional Research 2021-2022 Boston University Common Data Set 2"
2022-2023,A,A5,. Degrees offered,A5. Degrees offered Certificate X Diploma Associate Transfer associate Terminal associate Bachelor's X Postbachelor's certificate X Master's X Post-master's certificate X Doctoral - Research and Scholarship X Doctoral - Professional Practice X Boston University Analytical Services & Institutional Re
2022-2023,B,B1,. Institutional enrollment - men and women (Fall 2022),"B1. Institutional enrollment - men and women (Fall 2022) Undergraduates Full-time Part-time Men Women Men Women Degree-seeking, first-time freshmen 1,475 2,159 0 1 Other first-year, degree-seeking 12 8 1 0 All other degree-seeking 5,758 8,003 123 128 Total degree-seeking 7,245 10,170 124 129 All oth"
2022-2023,B,B2,. Enrollment by racial/ethnic category,"B2. Enrollment by racial/ethnic category All first-year All undergraduate degree- degree-seeking * seeking All undergraduate Non-resident aliens 836 3,980 4,175 Hispanic 422 1,902 1,930 Black, non-Hispanic 289 880 900 White, non-Hispanic 1,091 5,889 6,085 American Indian/Alaskan Native 1 6 6 Asian, "
2022-2023,B,B3,". Number of degrees awarded by your institution from July 1, 2021 to June 30, 2022","B3. Number of degrees awarded by your institution from July 1, 2021 to June 30, 2022 TOTAL Certificate/diploma degrees 404 Associate degrees 0 Bachelor's degrees 4736 Postbachelor's certificate degrees 13 Master's degrees 5692 Post-master's certificates 69 Doctoral Degrees - Research/Scholarship 564"
2022-2023,B,B12,- 21. Two-year institutions graduation rate,B12 - 21. Two-year institutions graduation rate
2022-2023,B,B22,. For the cohort of all full-time bachelor’s (or equivalent) degree-seeking undergraduate,"B22. For the cohort of all full-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered your institution as freshmen in Fall 2021 (or the preceding summer term), what percentage was enrolled at your institution as of the date your institution calculates its official enrollm"
2022-2023,C,C1,". First-time, first-year (freshman) students admissions statistics","C1. First-time, first-year (freshman) students admissions statistics Men Women Total Applicants 31,328 49,468 80,796 Offered admission 5,061 6,546 11,607 Full-time enrolled 1,475 2,159 3,634 Part-time enrolled 0 1 1"
2022-2023,C,C2,. Freshman wait-listed students (students who met admission requirements but whose final,C2. Freshman wait-listed students (students who met admission requirements but whose final admission was contingent on space availability) Do you have a policy of placing students on a wait-list? Yes Total freshman applicants placed on wait-list 9643 Total freshman applicants accepting place on wait
2022-2023,C,C3,. High school completion requirement,C3. High school completion requirement High school diploma is required and GED accepted; home-schooled students should contact the Office of Admissions.
2022-2023,C,C4,. Does your institution require or recommend a general college preparatory program for degree-,C4. Does your institution require or recommend a general college preparatory program for degree- seeking students? Required
2022-2023,C,C5,. Distribution of high school units required and/or recommended,C5. Distribution of high school units required and/or recommended Units Required Units Recommended English 4.0 4.0 Mathematics* 3.0 4.0 Science (with labs) 3.0 4.0 Foreign language 2.0 4.0 History/Social Studies 3.0 4.0 Academic Electives - - Computer Science - - Visual/Performing Arts - - Other - -
2022-2023,C,C6,". Do you have an open admissions policy, under which virtually all secondary school graduates","C6. Do you have an open admissions policy, under which virtually all secondary school graduates or students with GED equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? No Boston University Analytical Services & Institutional Research 2021-2022 "
2022-2023,C,C7,". Relative importance of each of the following academic non academic factors in your first-time,","C7. Relative importance of each of the following academic non academic factors in your first-time, first-year, degree-seeking (freshman) admissions decisions Very Not Important Important Considered Considered Academic factors Rigor of secondary school record X Class rank X Academic GPA X Standardize"
2022-2023,C,C8,. Entrance exams,"C8. Entrance exams A. Does your institution make use of SAT, ACT, or SAT Subject Test scores in admissions decisions for first- time, first-year, degree-seeking applicants? Yes SAT or ACT (no preference) Considered if Submitted B. If your institution will make use of the ACT in admission decisions f"
2022-2023,C,C9,". Percent and number of first-time, first-year (freshman) students enrolled in Fall 2022 who","C9. Percent and number of first-time, first-year (freshman) students enrolled in Fall 2022 who submitted national standardized (SAT/ACT) test scores. Percentiles % Submitting Number 25th 50th 75th SAT Evidence-Based 823 SAT I 23% Reading and Writing 660 700 730 SAT Math 690 740 770 ACT 12% 448 SAT C"
2022-2023,C,C10,". Percent of all degree-seeking, first-time, first-year (freshman) students who had high school","C10. Percent of all degree-seeking, first-time, first-year (freshman) students who had high school class rank within each of the following ranges Top 10% 87% Percent of first-time, first-year (freshman) students 17% Top 25% 99% who submitted high school class rank: Top 50% 100% Bottom 50% 0% Bottom "
2022-2023,C,C11,". Percent of all enrolled, degree-seeking, first-time, first-year (freshman) students who had","C11. Percent of all enrolled, degree-seeking, first-time, first-year (freshman) students who had high school grade-point averages within each of the following ranges (using 4.0 scale) 4.00 38% 3.75 - 3.99 37% 3.50 - 3.74 24% 3.25 - 3.49 1% 3.00 - 3.24 0% 2.50 - 2.99 0% 2.00 - 2.49 0% 1.00 - 1.99 0% "
2022-2023,C,C12,". Average high school GPA of all degree-seeking, first-time, first-year (freshman) students","C12. Average high school GPA of all degree-seeking, first-time, first-year (freshman) students who submitted GPA 3.88 Percent of total freshman submitting high school GPA 100.0%"
2022-2023,C,C13,. Application fee,C13. Application fee Is there an application fee? Yes Amount of application fee $80 Can it be waived for applicants with financial need? Yes * * Students should speak with high school guidance counselors to request the submission of a fee waiver.
2022-2023,C,C14,. Application closing date,"C14. Application closing date Does your institution have an application closing date? Yes January 4 for fall admissions December 1 for Trustee Scholar, Presidential Scholar, and Thomas M. Menino Scholar programs."
2022-2023,C,C15,". Are first-time, first-year students accepted for terms other than the fall?","C15. Are first-time, first-year students accepted for terms other than the fall? Yes, in most programs"
2022-2023,C,C16,. Notification to applicants of admission decision sent,C16. Notification to applicants of admission decision sent By April 1
2022-2023,C,C17,. Reply policy for admitted applicants,C17. Reply policy for admitted applicants Must reply by May 1. Deadline for housing deposit: Enrollment deposit due May 1 (no separate housing deposit) Amount of housing deposit: Enrollment deposit - $650 Refundable if student does not enroll? No
2022-2023,C,C18,. Deferred admission,"C18. Deferred admission Does your institution allow students to postpone enrollment after admission? Yes, Deferred admission is allowed with a maximum postponement of one year (freshmen only). Boston University Analytical Services & Institutional Research 2021-2022 Boston University Common Data Set "
2022-2023,C,C19,. Early admission of high school students,"C19. Early admission of high school students Does your institution allow high school students to enroll as full-time, first-time (freshman) students one year or more before high school graduation? No"
2022-2023,C,C20,. No longer on the Common Data Set,C20. No longer on the Common Data Set
2022-2023,C,C21,. Early Decision,"C21. Early Decision Does your institution offer an early decision plan for first-time, first- Yes year (freshman) applicants for fall enrollment? First or only early decision plan closing date November 1 First or only early decision plan notification date December 15 Other early decision plan closin"
2022-2023,C,C22,. Early Action,C22. Early Action Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to attending your college? No Boston University Analytical Services & Institutional Research 2021-2022 Boston
2022-2023,D,D1,. Does your institution enroll transfer students?,"D1. Does your institution enroll transfer students? Yes, credits are transferable from other accredited Colleges/Universities."
2022-2023,D,D2,". Provide the number of students who applied, were admitted, and enrolled as degree-seeking","D2. Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in fall 2022. Applicants Accepted Enrolled Men 2,588 694 277 Women 3,241 997 404 Total 5,829 1,691 681"
2022-2023,D,D3,. Terms for which transfers may enroll,"D3. Terms for which transfers may enroll X Fall * * Students must be, or have been, a degree candidate at another Winter college or university, completed 12 or more credits, and enrolled full-time in order to be considered a transfer candidate. X Spring * Summer"
