year,section,field,label,raw_preview
2024-2025,F,F4,". Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at","F4. Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. ☒ Coed residence halls ☐ Special housing for international students ☐ Men’s residence halls ☒ Fraternity/sorority housing ☒ Women’s residence halls ☐ Cooperative housing"
2024-2025,G,G0,. Please provide the URL of your institution’s net price calculator:,G0. Please provide the URL of your institution’s net price calculator: ⇒ https://npc.collegeboard.org/app/northwestern Provide 2025-2026 academic year costs of attendance for the following categories that are applicable to your institution. ☐ Check here if your institution's 2025-2026 academic year 
2024-2025,G,G1,". Undergraduate full-time tuition, required fees, food and housing","G1. Undergraduate full-time tuition, required fees, food and housing List the typical tuition, required fees, and food and housing for a full-time undergraduate student for the FULL 2025-2026 academic year. (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multipl"
2024-2025,G,G2,. Number of credits per term a student can take for the stated full-time tuition.,G2. Number of credits per term a student can take for the stated full-time tuition. Minimum: 3.0 Maximum: 6.0
2024-2025,G,G3,". Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)?","G3. Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)? ☐ Yes ☒ No"
2024-2025,G,G4,. Do tuition and fees vary by undergraduate instructional program?,"G4. Do tuition and fees vary by undergraduate instructional program? ☐ Yes ☒ No If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in"
2024-2025,G,G5,. Provide the estimated expenses for a typical full-time undergraduate student:,"G5. Provide the estimated expenses for a typical full-time undergraduate student: Commuters Commuters Estimated Expenses Residents (living at (not living at home) home) Books and supplies: $1,539.00 $1,539.00 C or t Housing only: Not Applicable Not Applicable C or t Food only: Not Applicable $3,255."
2024-2025,G,G6,. Undergraduate per-credit-hour charges (tuition only):,G6. Undergraduate per-credit-hour charges (tuition only): Undergraduate per-credit- Tuition only hour charges PRIVATE INSTITUTIONS: C or t PUBLIC INSTITUTIONS: C or t In-district: PUBLIC INSTITUTIONS: C or t In-state (out-of-district): PUBLIC INSTITUTIONS: C or t Out-of-state: NONRESIDENTS: C or t
2024-2025,H,H2,", non-need-based aid that is used to meet need should be counted as need-based aid.","H2, non-need-based aid that is used to meet need should be counted as need-based aid. Note: Suggested order of precedence for counting non-need money as need-based: 1. Non-need institutional grants 6. Non-need outside grants 2. Non-need tuition waivers 7. Non-need student loans 3. Non-need athletic "
2024-2025,H,H1,-H5: Aid Awarded to Enrolled Undergraduates,"H1-H5: Aid Awarded to Enrolled Undergraduates H1. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree-seeking” undergraduates) in the following categories.  Include aid award"
2024-2025,H,H2A,. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number,H2A. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-seeking full-time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non-need-based scholarship or grant aid.  Numbers should reflect the cohor
2024-2025,H,H4,. Provide the number of students in the 2024 undergraduate class who started at your institution as first-,"H4. Provide the number of students in the 2024 undergraduate class who started at your institution as first- time students and received a bachelor's degree between July 1, 2023 and June 30, 2024. Exclude students who transferred into your institution. ⇒ 1,526"
2024-2025,H,H5,". Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal,","H5. Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan sources, and the average (or mean) amount borrowed. • The “Average per-undergraduate-borrower cumulative principal borrowed,” is designed to provide better information about student bo"
2024-2025,H,H6,-H7: Aid to Undergraduate Degree-seeking Nonresidents,H6-H7: Aid to Undergraduate Degree-seeking Nonresidents • Report numbers and dollar amounts for the same academic year checked in item H1 H6. Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree- seeking nonresidents: ☒ Institutional need-base
2024-2025,H,H7,. Check off all financial aid forms nonresident first-year financial aid applicants must submit:,H7. Check off all financial aid forms nonresident first-year financial aid applicants must submit: ☐ Institution’s own financial aid form ☒ CSS Profile ☒ Other: Parent and student tax forms
2024-2025,H,H8,-H11: Process for First-Year Students,H8-H11: Process for First-Year Students H8. Check off all financial aid forms domestic first-year financial aid applicants must submit: ☒ FAFSA ☐ Institution’s own financial aid form ☒ CSS Profile ☐ State aid form ☐ Business/Farm Supplement ☒ Other: Parent and student tax forms
2024-2025,H,H9,. Indicate filing dates for first-year students:,H9. Indicate filing dates for first-year students: Does your institution have a deadline for filing required financial aid forms for first-year students? Select “No” if there is no deadline and applications are processed on a rolling basis. ☒ Yes ☐ No Priority date for filing required financial aid 
2024-2025,H,H10,. Indicate notification dates for first-year students (answer a or b):,H10. Indicate notification dates for first-year students (answer a or b): ☒ a. Students notified on or about (date): 3/21 ☐ b. Students notified on a rolling basis. Starting date: Click or tap here to enter text.
2024-2025,H,H11,. Indicate reply dates:,H11. Indicate reply dates: Students must reply by (date): 5/1 or within Click or tap here to enter text. weeks of notification.
2024-2025,H,H12,-H15: Types of Aid Available,H12-H15: Types of Aid Available Please check off all types of aid available to undergraduates at your institution: H12. Loans ☒ Direct Subsidized Stafford Loans ☒ Direct Unsubsidized Stafford Loans ☒ Direct PLUS Loans ☐ Federal Perkins Loans ☐ Federal Nursing Loans ☐ State Loans ☒ College/university
2024-2025,H,H13,. Need Based Scholarships and Grants,H13. Need Based Scholarships and Grants ☒ Federal Pell ☒ SEOG ☒ State scholarships/grants ☐ Private Scholarships ☒ College/university scholarship or grant aid from institutional funds ☐ United Negro College Fund ☐ Federal Nursing Scholarship ☐ Other (specify): Click or tap here to enter text.
2024-2025,H,H14,. Check off criteria used in awarding institutional aid. Check all that apply.,H14. Check off criteria used in awarding institutional aid. Check all that apply. Criteria used in Non-Need awarding Need-Based Based institutional aid Academics ☐ ☐ Alumni affiliation ☐ ☐ Art ☐ ☐ Athletics ☒ ☐ Job skills ☐ ☐ ROTC ☐ Not Applicable Leadership ☐ ☐ Minority status ☐ ☐ Music/drama ☒ ☐ R
2024-2025,H,H15,". If your institution has recently implemented any major financial aid policy, program, or initiative to make","H15. If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below:"
2024-2025,I,I1,. Please report the number of instructional faculty members in each category for Fall 2024. Include,I1. Please report the number of instructional faculty members in each category for Fall 2024. Include faculty who are on your institution’s payroll on the census date your institution uses for IPEDS/AAUP. The following definition of full-time instructional faculty is used by the American Association
2024-2025,I,I2,. Student to Faculty Ratio,"I2. Student to Faculty Ratio Report the Fall 2024 ratio of full-time equivalent students (full-time plus 1/3 part time) to full-time equivalent instructional faculty (full time plus 1/3 part time). In the ratio calculations, exclude both faculty and students in stand-alone graduate or professional p"
2024-2025,I,I3,. Undergraduate Class Size,"I3. Undergraduate Class Size In the table below, please use the following definitions to report information about the size of classes and class sections offered in the Fall 2024 term. Class Sections: A class section is an organized course offered for credit, identified by discipline and number, meet"
2023-2024,B,B1,. Institutional Enrollment - Men and Women,"B1. Institutional Enrollment - Men and Women Provide numbers of students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2023.  Note: Report students formerly designated as “first professional” in the graduate cells.  For information o"
2023-2024,B,B2,. Enrollment by Racial/Ethnic Category.,"B2. Enrollment by Racial/Ethnic Category. Provide numbers of undergraduate students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2023.  Include international students only in the category ""Nonresidents.""  Complete the “Total Undergr"
2023-2024,B,B3,. Persistence,"B3. Persistence Number of degrees awarded by your institution from July 1, 2022, to June 30, 2023. AWARD TYPE # AWARDED Certificate/diploma: 137 Associate degrees: 0 Bachelor’s degrees: 2,209 Post-bachelor’s certificates: 160 Master’s degrees: 5,335 Post-master’s certificates: 42 Doctoral degrees – "
2023-2024,B,B4,-B21: Graduation Rates,"B4-B21: Graduation Rates The items in this section correspond to data elements collected by the IPEDS Web-based Data Collection System’s Graduation Rate Survey (GRS).  For complete instructions and definitions of data elements, see the IPEDS GRS Forms and Instructions for the 2023-2024 Survey. http"
2023-2024,B,B12,C or t                C or t,"B12 C or t C or t degree/certificate-seeking students: Of the initial cohort, how many did not persist and did not graduate for the following reasons: • Death • Permanently Disability"
2023-2024,B,B13,C or t                C or t,"B13 C or t C or t • Service in the armed forces, • Foreign aid service of the federal government • Official church missions • Report total allowable exclusions Final cohort, after adjusting for allowable"
2023-2024,B,B14,0.0                   0.0,B14 0.0 0.0 exclusions: Completers of programs of less than two
2023-2024,B,B15,C or t                C or t,B15 C or t C or t years duration (total): Completers of programs of less than two
2023-2024,B,B16,C or t                C or t,B16 C or t C or t years within 150 percent of normal time: Completers of programs of at least two but
2023-2024,B,B17,C or t                C or t,B17 C or t C or t less than four years (total): Completers of programs of at least two but
2023-2024,B,B18,less than four-years within 150 percent of              C or t                C or t,B18 less than four-years within 150 percent of C or t C or t normal time: Total transfers-out (within three years) to
2023-2024,B,B19,C or t                C or t,B19 C or t C or t other institutions:
2023-2024,B,B20,Total transfers to two-year institutions:               C or t                C or t,B20 Total transfers to two-year institutions: C or t C or t
2023-2024,B,B21,Total transfers to four-year institutions:              C or t                C or t,B21 Total transfers to four-year institutions: C or t C or t
2023-2024,B,B22,. Retention Rates,"B22. Retention Rates Report for the cohort of all full-time, first-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered in Fall 2022 (or the preceding summer term).  The initial cohort may be adjusted for students who departed for the following reasons: * Death * Perman"
2023-2024,C,C1,-C2: Applications,"C1-C2: Applications C1.First-time, first-year students: Provide the number of degree-seeking, first-time, first-year students who applied, were admitted, and enrolled (full- or part-time) in Fall 2023.  Include early decision, early action, and students who began studies during summer in this cohor"
2023-2024,C,C2,". First-time, first-year wait-listed students","C2. First-time, first-year wait-listed students  Students who met admission requirements but whose final admission was contingent on space availability) Do you have a policy of placing students on a waiting list? ☒ Yes ☐ No If yes, please answer the questions below for Fall 2023 admissions: WAITING"
2023-2024,C,C3,-C5: Admission Requirements,C3-C5: Admission Requirements C3. High school completion requirement Check the appropriate box to identify your high school completion requirement for degree-seeking entering students: ☒ High school diploma is required and GED is accepted ☐ High school diploma is required and GED is not accepted ☐ H
2023-2024,C,C4,.Does your institution require or recommend a general college-preparatory program for degree-seeking,C4.Does your institution require or recommend a general college-preparatory program for degree-seeking students? ☒ Require: ☐ Recommend ☐ Neither require nor recommend
2023-2024,C,C5,.Distribution of high school units required and/or recommended. Specify the distribution of academic high,C5.Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study or its equivalent). If you use a different system
2023-2024,C,C6,-C7: Basis for Selection,"C6-C7: Basis for Selection C6. Do you have an open admission policy, under which virtually all secondary school graduates or students with GED equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? If so, check which applies: ☐ Open admission polic"
2023-2024,C,C7,".Relative importance of each of the following academic and nonacademic factors in your first-time, first-","C7.Relative importance of each of the following academic and nonacademic factors in your first-time, first- year, degree-seeking general (not including programs with specific criteria) admission decisions. Not Factors Very Important Important Considered Considered Academic Rigor of secondary school "
2023-2024,C,C8,: SAT and ACT Policies,"C8: SAT and ACT Policies Entrance exams Does your institution make use of SAT or ACT scores in admission decisions for first-time, first-year, degree- seeking applicants: ☒ Yes ☐ No If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission f"
2023-2024,C,C8B,. Has been removed from the CDS.,C8B. Has been removed from the CDS.
2023-2024,C,C8C,. Has been removed from the CDS.,"C8C. Has been removed from the CDS. D. In addition, does your institution use applicants' test scores for academic advising? ☒ Yes ☐ No E. Latest date by which SAT or ACT scores must be received for fall-term admission: ⇒ Click or tap here to enter text. F. If necessary, use this space to clarify yo"
2023-2024,C,C9,"-C12: First-time, first-year Profile","C9-C12: First-time, first-year Profile Provide information for ALL enrolled, degree-seeking, full-time and part-time, first-time, first-year students enrolled in Fall 2023, including students who began studies during summer, international students/nonresidents, and students admitted under special ar"
2023-2024,C,C10,".     Percent of all degree-seeking, first-time, first-year students who had high school class rank within","C10. Percent of all degree-seeking, first-time, first-year students who had high school class rank within each of the following ranges (report information for those students from whom you collected high school rank information) Assessment Percent Percent in top tenth of high school graduating class "
2023-2024,C,C11,".    Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school","C11. Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade-point averages within each of the following ranges (using 4.0 scale).  Report information only for those students from whom you collected high school GPA.  If you are able to report GPA range"
2023-2024,C,C12,". Average high school GPA of all degree-seeking, first-time, first-year students who submitted GPA:","C12. Average high school GPA of all degree-seeking, first-time, first-year students who submitted GPA: Average high school GPA: Click or tap here to enter text. Percent of total first-time, first-year students who submitted high school GPA: Percent submitting high school GPA: Click or tap here to en"
2023-2024,C,C13,-C20: Admission Policies,C13-C20: Admission Policies C13. Application fee  If your institution has waived its application fee for the Fall 2025 admission cycle please select no. Does your institution have an application fee? ☒ Yes ☐ No Amount of application fee: $75.00 Can it be waived for applicants with financial need? ☒
2023-2024,C,C14,. Application closing date,C14. Application closing date Does your institution have an application closing date? ☒ Yes ☐ No Application Closing Date Date Application closing date (fall) 1/1 Priority Date C or t
2023-2024,C,C15,". Are first-time, first-year students accepted for terms other than the fall? ☐ Yes ☒ No","C15. Are first-time, first-year students accepted for terms other than the fall? ☐ Yes ☒ No"
